,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
2685,000201-00-0200,C16,C02,,,,,,,,,,,,,,
2686,000201-00-0698,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
2687,000601-00-0021,C16,C01,C02,C09,C11,C13,C15,C05,C06,,,,,,,
2688,000601-00-0026,C16,C01,C02,,,,,,,,,,,,,
2689,000601-00-0467,C16,C01,C02,C03,C12,,,,,,,,,,,
2690,000601-00-0633,C16,C01,C02,C13,C11,,,,,,,,,,,
2691,000902-00-0060,C16,C01,C02,C11,,,,,,,,,,,,
2692,000902-00-0681,C16,C02,C03,C06,C08,C10,C12,C13,C15,,,,,,,
2693,000902-00-0917,C16,C02,,,,,,,,,,,,,,
2694,000902-00-1204,C16,C01,C02,C13,,,,,,,,,,,,
2695,000902-00-1365,C16,C01,C02,C09,C06,C13,,,,,,,,,,
2696,000902-00-1371,C16,C01,C02,C12,,,,,,,,,,,,
2697,000801-00-0121,C16,C02,C01,C13,C05,C11,,,,,,,,,,
2698,000501-00-0212,C16,C11,C02,C05,,,,,,,,,,,,
2699,000501-00-0214,C16,C11,C02,C05,C13,,,,,,,,,,,
2700,000501-00-0609,C16,C01,C02,C11,C03,,,,,,,,,,,
2701,001103-00-0543,C16,C15,C01,C02,C03,C05,,,,,,,,,,
2702,001103-00-0980,C16,C02,C03,,,,,,,,,,,,,
2703,001103-00-1097,C16,C01,C02,C05,C11,,,,,,,,,,,
2704,001103-00-1133,C16,C02,C08,,,,,,,,,,,,,
2705,001101-00-0071,C16,C01,C02,C03,C04,C05,C08,,,,,,,,,
2706,000402-00-0587,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
2707,000402-00-0678,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
2708,000401-00-0249,C16,C07,C03,C01,C02,C14,C13,C11,C09,C08,C15,C06,C05,C04,C12,C10
2709,000401-00-0691,C16,C02,C04,C01,C13,C05,C09,C12,,,,,,,,
2710,000401-00-0728,C16,C03,C02,C07,C13,C14,C15,C01,C05,C06,C11,C10,C09,C08,C04,C12
2711,000102-00-0471,C16,C02,C15,,,,,,,,,,,,,
2712,000403-00-0128,C16,C07,C02,,,,,,,,,,,,,
2713,000702-00-0007,C16,C01,C02,,,,,,,,,,,,,
2714,000702-00-0074,C16,C01,C03,C15,C11,C02,C04,C05,C14,C13,C10,C08,C09,C07,C12,C06
2715,000702-00-0265,C16,C03,C01,C02,C06,C15,C09,C05,,,,,,,,
2716,000603-00-0039,C16,C02,C01,C12,C05,C13,C09,C06,C07,,,,,,,
2717,000603-00-0105,C16,C02,C13,C05,C04,C12,C09,C01,,,,,,,,
2718,000603-00-0131,C16,C01,C02,C15,C13,C12,C04,C05,C09,,,,,,,
2719,000603-00-0155,C16,C02,C13,C05,C04,C12,C09,C01,,,,,,,,
2720,000603-00-0181,C16,C01,C02,C09,C15,C04,,,,,,,,,,
2721,000603-00-0470,C16,C02,C09,C13,C01,C12,C11,,,,,,,,,
2722,000603-00-0472,C16,C02,C09,C13,C01,C12,C11,,,,,,,,,
2723,000603-00-0558,C16,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,
2724,001102-00-0108,C16,C01,C02,C09,C12,C13,,,,,,,,,,
2725,001102-00-0256,C16,C02,C12,C05,C09,,,,,,,,,,,
2726,001102-00-0806,C16,C02,C05,C09,C12,C11,C01,,,,,,,,,
2727,001102-00-0819,C16,C02,C08,C05,C12,C11,C01,C13,,,,,,,,
2728,000503-00-0005,C05,C04,C16,C13,C06,C07,C08,C10,C12,,,,,,,
2729,000503-00-0047,C05,C09,C07,C12,C16,C13,,,,,,,,,,
2730,000503-00-0061,C05,C10,C02,C07,,,,,,,,,,,,
2731,000503-00-0078,C05,C01,C02,,,,,,,,,,,,,
2732,000503-00-0083,C05,C06,C01,C04,C02,,,,,,,,,,,
2733,000503-00-0133,C05,C01,C12,C13,C09,C11,,,,,,,,,,
2734,000503-00-0196,C05,C01,C11,C02,,,,,,,,,,,,
2735,000503-00-0232,C05,C12,C02,,,,,,,,,,,,,
2736,000503-00-0234,C05,C14,C03,C07,,,,,,,,,,,,
2737,000503-00-0322,C05,C14,C15,C03,C01,,,,,,,,,,,
2738,000503-00-0325,C05,C03,,,,,,,,,,,,,,
2739,000503-00-0346,C05,C09,C07,C12,C16,C13,,,,,,,,,,
2740,000503-00-0373,C05,C15,,,,,,,,,,,,,,
2741,000503-00-0375,C05,C12,C13,C15,,,,,,,,,,,,
2742,000503-00-0444,C05,C01,C03,C13,C11,C10,C06,,,,,,,,,
2743,000503-00-0476,C05,C01,C16,C13,C03,,,,,,,,,,,
2744,000503-00-0482,C05,C02,C11,C16,C09,C01,C13,,,,,,,,,
2745,000503-00-0568,C05,C01,C16,C13,,,,,,,,,,,,
2746,000503-00-0577,C05,C01,C09,C06,C12,C13,,,,,,,,,,
2747,000503-00-0608,C05,C09,C14,,,,,,,,,,,,,
2748,000503-00-0612,C05,C16,C06,C12,,,,,,,,,,,,
2749,000503-00-0628,C05,C16,C02,C09,C13,C12,C01,,,,,,,,,
2750,000503-00-0666,C05,C12,C15,,,,,,,,,,,,,
2751,000503-00-0680,C05,C01,C14,,,,,,,,,,,,,
2752,000503-00-0694,C05,C02,C12,C13,C16,C09,C01,,,,,,,,,
2753,000503-00-0781,C05,C12,C10,C04,C16,C06,C07,,,,,,,,,
2754,000503-00-0792,C05,C16,C15,C06,C09,C01,C02,C11,C13,C04,C14,C12,C10,C07,C03,
2755,000503-00-0808,C05,C16,C15,C06,C09,C01,C02,C11,C13,,,,,,,
2756,000503-00-0833,C05,,,,,,,,,,,,,,,
2757,000503-00-0905,C05,C12,C04,C10,C13,C14,C16,C02,,,,,,,,
2758,000503-00-0908,C05,C02,C16,,,,,,,,,,,,,
2759,000503-00-1014,C05,C12,C15,,,,,,,,,,,,,
2760,000503-00-1019,C05,C02,C12,,,,,,,,,,,,,
2761,000503-00-1040,C05,C01,C13,C02,C11,,,,,,,,,,,
2762,000503-00-1079,C05,C12,C02,,,,,,,,,,,,,
2763,000503-00-1083,C05,C01,C13,C16,C04,C12,C09,C11,,,,,,,,
2764,000503-00-1090,C05,C12,C02,,,,,,,,,,,,,
2765,000203-00-0044,C05,,,,,,,,,,,,,,,
2766,000502-00-0089,C05,C16,C07,C08,C10,C04,C14,C12,C13,C15,C01,C02,C06,C03,C09,C11
2767,000502-00-0120,C05,C11,C07,C10,,,,,,,,,,,,
2768,000502-00-0123,C05,C10,,,,,,,,,,,,,,
2769,000502-00-0137,C05,C12,C06,C09,C01,C02,C04,C13,C15,C16,C14,,,,,
2770,000502-00-0152,C05,C01,,,,,,,,,,,,,,
2771,000502-00-0156,C05,C07,C13,,,,,,,,,,,,,
2772,000502-00-0159,C05,C07,,,,,,,,,,,,,,
2773,000502-00-0182,C05,C16,C01,C13,C09,,,,,,,,,,,
2774,000502-00-0188,C05,C16,C13,C01,,,,,,,,,,,,
2775,000502-00-0220,C05,C13,C09,,,,,,,,,,,,,
2776,000502-00-0224,C05,C01,,,,,,,,,,,,,,
2777,000502-00-0257,C05,C10,,,,,,,,,,,,,,
2778,000502-00-0282,C05,C12,C16,C13,C07,,,,,,,,,,,
2779,000502-00-0318,C05,,,,,,,,,,,,,,,
2780,000502-00-0320,C05,,,,,,,,,,,,,,,
2781,000502-00-0331,C05,C13,C12,,,,,,,,,,,,,
2782,000502-00-0342,C05,,,,,,,,,,,,,,,
2783,000502-00-0347,C05,C01,C16,C14,C09,C06,C04,C07,C08,C10,,,,,,
2784,000502-00-0368,C05,C15,C06,C12,,,,,,,,,,,,
2785,000502-00-0389,C05,C01,C13,C09,C16,C12,C02,C11,,,,,,,,
2786,000502-00-0518,C05,C01,C09,C12,C13,,,,,,,,,,,
2787,000502-00-0546,C05,C16,C01,C02,C13,C06,C09,C12,C04,,,,,,,
2788,000502-00-0548,C05,C02,C01,C16,C13,C12,C09,C06,,,,,,,,
2789,000502-00-0561,C05,C09,C02,,,,,,,,,,,,,
2790,000502-00-0562,C05,C01,C10,C02,,,,,,,,,,,,
2791,000502-00-0623,C05,C01,C12,C13,,,,,,,,,,,,
2792,000502-00-0643,C05,C02,C12,C09,C04,C06,C07,C16,,,,,,,,
2793,000502-00-0680,C05,C13,C01,,,,,,,,,,,,,
2794,000502-00-0682,C05,C02,C09,C01,C12,C06,,,,,,,,,,
2795,000502-00-0685,C05,C13,C01,,,,,,,,,,,,,
2796,000502-00-0714,C05,C13,C01,,,,,,,,,,,,,
2797,000502-00-0790,C05,C12,C01,,,,,,,,,,,,,
2798,000502-00-0793,C05,C12,C13,C01,,,,,,,,,,,,
2799,000502-00-0883,C05,C01,C11,,,,,,,,,,,,,
2800,000502-00-0884,C05,C12,C01,,,,,,,,,,,,,
2801,000502-00-0887,C05,C12,C01,C06,C16,C02,C07,C09,C13,C03,C11,C15,C10,C14,,
2802,000502-00-0891,C05,C13,C12,,,,,,,,,,,,,
2803,000502-00-0924,C05,C02,C13,C16,C09,C07,,,,,,,,,,
2804,000502-00-0927,C05,C02,C01,C13,C15,,,,,,,,,,,
2805,000502-00-0936,C05,C07,C13,C02,C01,C09,C15,C06,,,,,,,,
2806,000502-00-1009,C05,C02,C13,C11,C04,,,,,,,,,,,
2807,000502-00-1017,C05,C02,C11,C13,C01,C03,C09,C15,,,,,,,,
2808,000502-00-1024,C05,C01,C13,,,,,,,,,,,,,
2809,000502-00-1046,C05,C01,C02,C13,C10,,,,,,,,,,,
2810,000502-00-1059,C05,C16,C12,,,,,,,,,,,,,
2811,000502-00-1085,C05,C04,C01,C12,,,,,,,,,,,,
2812,000502-00-1114,C05,C01,C02,C13,C10,,,,,,,,,,,
2813,000802-00-0040,C05,C09,C06,C12,,,,,,,,,,,,
2814,000802-00-0060,C05,C12,C09,C06,C01,,,,,,,,,,,
2815,000802-00-0074,C05,C13,C01,C16,C09,,,,,,,,,,,
2816,000802-00-0076,C05,C01,C09,,,,,,,,,,,,,
2817,000802-00-0090,C05,C09,C07,C06,C16,C01,C02,C13,C11,,,,,,,
2818,000802-00-0091,C05,C07,C09,C06,C12,C13,C16,C01,C02,,,,,,,
2819,000802-00-0168,C05,C01,C12,C02,,,,,,,,,,,,
2820,000802-00-0182,C05,C13,C09,C16,C02,C01,,,,,,,,,,
2821,000802-00-0183,C05,C02,C01,C12,C04,C09,C16,C13,,,,,,,,
2822,000802-00-0190,C05,C13,C16,C11,C10,C02,C09,C01,,,,,,,,
2823,000802-00-0224,C05,C01,C13,C10,C15,C11,,,,,,,,,,
2824,000802-00-0240,C05,C09,C01,C02,C13,,,,,,,,,,,
2825,000802-00-0242,C05,C09,C01,C02,C13,C03,,,,,,,,,,
2826,000802-00-0292,C05,C13,C11,C02,C01,C15,C16,C03,C10,C14,C07,,,,,
2827,000802-00-0357,C05,C07,C16,,,,,,,,,,,,,
2828,000802-00-0390,C05,C12,C04,C16,C01,C13,,,,,,,,,,
2829,000802-00-0447,C05,C01,C11,C10,C16,,,,,,,,,,,
2830,000802-00-0464,C05,C01,C16,C13,C02,,,,,,,,,,,
2831,000802-00-0545,C05,C01,C09,C10,C11,,,,,,,,,,,
2832,000802-00-0564,C05,C09,C13,C16,C14,C04,C07,C08,C10,,,,,,,
2833,000802-00-0636,C05,,,,,,,,,,,,,,,
2834,000802-00-0710,C05,C03,C09,C11,C01,C08,C15,C13,C06,C04,C02,C07,C12,,,
2835,000802-00-0733,C05,C09,C13,,,,,,,,,,,,,
2836,000802-00-0734,C05,,,,,,,,,,,,,,,
2837,000802-00-0783,C05,C16,C12,C06,,,,,,,,,,,,
2838,000802-00-0790,C05,C12,C01,C16,C07,C13,C04,C06,C15,,,,,,,
2839,000802-00-0803,C05,C09,C12,C07,C15,,,,,,,,,,,
2840,000101-00-0012,C05,C10,C16,,,,,,,,,,,,,
2841,000101-00-0040,C05,C13,,,,,,,,,,,,,,
2842,000101-00-0046,C05,C09,,,,,,,,,,,,,,
2843,000101-00-0050,C05,C09,C01,C10,,,,,,,,,,,,
2844,000101-00-0051,C05,C10,,,,,,,,,,,,,,
2845,000101-00-0054,C05,C16,C01,C04,,,,,,,,,,,,
2846,000101-00-0074,C05,C16,C06,C07,C09,C01,C13,C12,,,,,,,,
2847,000101-00-0076,C05,C16,C07,C06,C09,C12,C10,C14,C01,,,,,,,
2848,000101-00-0080,C05,C16,C12,,,,,,,,,,,,,
2849,000101-00-0090,C05,C09,C02,C12,C01,C15,,,,,,,,,,
2850,000101-00-0109,C05,C12,C09,C13,,,,,,,,,,,,
2851,000101-00-0120,C05,C15,,,,,,,,,,,,,,
2852,000101-00-0173,C05,,,,,,,,,,,,,,,
2853,000101-00-0198,C05,C02,C01,C16,C15,C13,C12,C06,,,,,,,,
2854,000101-00-0219,C05,C01,,,,,,,,,,,,,,
2855,000101-00-0273,C05,C16,C10,C12,C13,C09,C07,C06,C08,C11,C14,C15,C01,C03,C04,C02
2856,000101-00-0295,C05,C15,,,,,,,,,,,,,,
2857,000101-00-0374,C05,C15,C13,C14,C16,C06,C11,C02,,,,,,,,
2858,000101-00-0412,C05,C15,C09,C13,C16,C02,,,,,,,,,,
2859,000101-00-0414,C05,C06,C10,C01,C03,C13,C11,C02,C04,C16,C15,C14,C12,C09,C08,C07
2860,000101-00-0483,C05,C16,C12,C01,C13,C06,C09,C04,,,,,,,,
2861,000101-00-0502,C05,C15,C01,C13,C09,,,,,,,,,,,
2862,000101-00-0533,C05,C06,C12,C16,C09,C01,C13,,,,,,,,,
2863,000101-00-0543,C05,C16,C10,C07,C12,C13,C04,C15,C01,C11,C09,C06,C08,C14,C02,
2864,000101-00-0584,C05,C07,,,,,,,,,,,,,,
2865,000101-00-0586,C05,C07,C16,,,,,,,,,,,,,
2866,000101-00-0714,C05,,,,,,,,,,,,,,,
2867,000101-00-0741,C05,C15,,,,,,,,,,,,,,
2868,000703-00-0019,C05,C12,C02,C01,C09,C15,,,,,,,,,,
2869,000703-00-0026,C05,C12,C01,,,,,,,,,,,,,
2870,000703-00-0028,C05,C12,C07,,,,,,,,,,,,,
2871,000703-00-0042,C05,C04,C12,C01,C16,,,,,,,,,,,
2872,000703-00-0058,C05,C12,C10,C16,C13,C15,C04,,,,,,,,,
2873,000703-00-0095,C05,,,,,,,,,,,,,,,
2874,000302-00-0126,C05,C01,C13,C02,C06,C11,C09,C07,C12,C10,C03,C04,,,,
2875,000302-00-0231,C05,C06,C15,C01,,,,,,,,,,,,
2876,000302-00-0263,C05,C01,C13,C16,C02,C12,C09,,,,,,,,,
2877,000302-00-0273,C05,C13,C16,,,,,,,,,,,,,
2878,000302-00-0296,C05,,,,,,,,,,,,,,,
2879,000302-00-0316,C05,C10,C08,C07,C16,C04,C12,,,,,,,,,
2880,000302-00-0486,C05,C01,C02,C04,C16,C12,C10,C09,C08,C07,C06,C11,C13,C14,C15,C03
2881,000302-00-0586,C05,C01,,,,,,,,,,,,,,
2882,000302-00-0681,C05,C13,C16,C04,C12,C01,C07,C08,C10,C15,,,,,,
2883,001003-00-0046,C05,C16,C09,,,,,,,,,,,,,
2884,001003-00-0072,C05,C16,C13,C12,C11,C08,,,,,,,,,,
2885,001003-00-0082,C05,C12,C09,C02,C01,C13,,,,,,,,,,
2886,001003-00-0085,C05,C12,C02,C09,C13,C01,C06,C11,,,,,,,,
2887,001003-00-0108,C05,C10,C04,,,,,,,,,,,,,
2888,001003-00-0117,C05,C12,C16,C02,C01,C13,C09,C06,,,,,,,,
2889,001003-00-0120,C05,C16,,,,,,,,,,,,,,
2890,001003-00-0132,C05,C14,C03,,,,,,,,,,,,,
2891,001003-00-0145,C05,C02,C09,C04,C01,C12,C16,C15,C11,,,,,,,
2892,001003-00-0157,C05,C09,C02,C11,C01,,,,,,,,,,,
2893,001003-00-0166,C05,C09,C02,,,,,,,,,,,,,
2894,001003-00-0170,C05,C09,C02,,,,,,,,,,,,,
2895,001003-00-0192,C05,C08,,,,,,,,,,,,,,
2896,001003-00-0206,C05,C16,C09,C10,C14,C07,,,,,,,,,,
2897,001003-00-0319,C05,C16,C09,C12,C13,,,,,,,,,,,
2898,001003-00-0331,C05,C06,C03,C02,,,,,,,,,,,,
2899,001003-00-0339,C05,C06,C02,,,,,,,,,,,,,
2900,001003-00-0348,C05,C12,C16,C13,C02,,,,,,,,,,,
2901,001003-00-0355,C05,C03,C06,C07,C08,C09,C10,,,,,,,,,
2902,001003-00-0362,C05,C09,C02,C01,C03,,,,,,,,,,,
2903,001003-00-0468,C05,,,,,,,,,,,,,,,
2904,001003-00-0500,C05,C06,C11,C01,C02,,,,,,,,,,,
2905,001003-00-0539,C05,C01,C13,C02,,,,,,,,,,,,
2906,001003-00-0569,C05,C01,C13,C06,C09,C11,C12,C15,C16,C04,C10,C07,C08,C14,C02,
2907,001003-00-0575,C05,C01,C13,C06,C09,C11,C12,C15,C16,C04,C10,C07,C08,C14,C02,
2908,001003-00-0581,C05,C12,C01,C09,C04,,,,,,,,,,,
2909,001003-00-0584,C05,C12,C09,C13,C01,,,,,,,,,,,
2910,001003-00-0592,C05,,,,,,,,,,,,,,,
2911,001003-00-0599,C05,,,,,,,,,,,,,,,
2912,001003-00-0603,C05,C09,,,,,,,,,,,,,,
2913,001003-00-0642,C05,C06,C10,C13,C11,C16,C04,C12,C01,,,,,,,
2914,001003-00-0671,C05,C14,,,,,,,,,,,,,,
2915,001003-00-0699,C05,C07,C08,,,,,,,,,,,,,
2916,001003-00-0714,C05,C12,C16,C01,C04,C13,C02,C06,C07,C09,,,,,,
2917,001003-00-0741,C05,C07,C06,C09,C13,C11,C16,C14,C03,C15,C10,C04,C08,C01,C02,C12
2918,001003-00-0757,C05,,,,,,,,,,,,,,,
2919,001003-00-0769,C05,C09,C13,C11,C03,C02,C01,C15,,,,,,,,
2920,001003-00-0796,C05,C02,C11,C09,C03,C14,C16,C12,C07,C04,C06,C15,C01,C13,C10,C08
2921,001001-00-0025,C05,C02,C01,C14,C06,C11,,,,,,,,,,
2922,001001-00-0045,C05,C01,C09,C02,C04,C06,C14,C13,C08,C11,C16,C12,,,,
2923,001001-00-0047,C05,C16,C02,,,,,,,,,,,,,
2924,001001-00-0056,C05,C01,C09,C13,C02,C15,C06,C14,,,,,,,,
2925,001001-00-0064,C05,C16,,,,,,,,,,,,,,
2926,001001-00-0078,C05,C11,C01,C03,C08,,,,,,,,,,,
2927,001001-00-0082,C05,C06,,,,,,,,,,,,,,
2928,001001-00-0085,C05,C02,C01,C11,C13,C12,C06,C03,C15,,,,,,,
2929,001001-00-0086,C05,C09,C12,C01,C06,C13,C11,C15,C16,C04,C07,,,,,
2930,001001-00-0114,C05,C12,C09,C06,,,,,,,,,,,,
2931,001001-00-0119,C05,C01,C12,C02,,,,,,,,,,,,
2932,001001-00-0121,C05,C12,C01,C04,C06,C13,C09,C07,C02,C16,,,,,,
2933,001001-00-0122,C05,C12,,,,,,,,,,,,,,
2934,001001-00-0129,C05,C12,C15,C09,C04,C02,C14,,,,,,,,,
2935,001001-00-0136,C05,C09,C01,C13,C16,C12,C04,,,,,,,,,
2936,001001-00-0139,C05,C12,C01,C13,,,,,,,,,,,,
2937,001001-00-0153,C05,C16,C13,C02,C09,C01,,,,,,,,,,
2938,001001-00-0156,C05,C13,C01,C16,C10,C12,C02,C09,,,,,,,,
2939,001001-00-0182,C05,C12,C13,,,,,,,,,,,,,
2940,001001-00-0183,C05,C12,C13,,,,,,,,,,,,,
2941,001001-00-0189,C05,C13,C12,C01,,,,,,,,,,,,
2942,001001-00-0191,C05,C09,C12,C06,C14,C01,,,,,,,,,,
2943,001001-00-0193,C05,C02,C01,C11,C12,C13,C15,C09,,,,,,,,
2944,001001-00-0195,C05,C09,C01,C13,,,,,,,,,,,,
2945,001001-00-0216,C05,C06,,,,,,,,,,,,,,
2946,001001-00-0222,C05,C11,C09,C02,C01,C15,C12,C13,C16,C14,,,,,,
2947,001001-00-0223,C05,C09,C01,C02,C06,C15,C13,C11,,,,,,,,
2948,001001-00-0246,C05,C01,C03,C15,,,,,,,,,,,,
2949,001001-00-0256,C05,C12,C06,,,,,,,,,,,,,
2950,001001-00-0272,C05,,,,,,,,,,,,,,,
2951,001001-00-0278,C05,C16,,,,,,,,,,,,,,
2952,001001-00-0302,C05,C08,C14,C15,,,,,,,,,,,,
2953,001001-00-0309,C05,C02,C01,C13,C09,C06,C14,C12,,,,,,,,
2954,001001-00-0331,C05,C01,C11,C12,C09,C02,C15,,,,,,,,,
2955,001001-00-0338,C05,C09,,,,,,,,,,,,,,
2956,001001-00-0345,C05,C01,C09,C12,C16,C13,C11,C15,,,,,,,,
2957,001001-00-0355,C05,C12,C01,C10,,,,,,,,,,,,
2958,001001-00-0357,C05,C09,C01,C06,C12,C16,,,,,,,,,,
2959,001001-00-0360,C05,C09,C13,C01,C02,C06,C03,,,,,,,,,
2960,001001-00-0362,C05,C07,C01,C13,,,,,,,,,,,,
2961,001001-00-0367,C05,C12,C02,C09,C06,C13,C07,C01,C10,,,,,,,
2962,001001-00-0368,C05,C01,C02,C06,C04,C13,C09,,,,,,,,,
2963,001001-00-0376,C05,C02,C01,C13,,,,,,,,,,,,
2964,001001-00-0379,C05,C09,C01,C06,C16,,,,,,,,,,,
2965,001001-00-0393,C05,C09,C06,C16,,,,,,,,,,,,
2966,001001-00-0402,C05,C11,C07,C02,C01,,,,,,,,,,,
2967,001001-00-0435,C05,C06,C03,C13,,,,,,,,,,,,
2968,001001-00-0438,C05,C09,C12,C16,C13,C02,C07,C03,C15,C14,,,,,,
2969,001001-00-0460,C05,C13,C09,C12,C16,,,,,,,,,,,
2970,001001-00-0477,C05,,,,,,,,,,,,,,,
2971,001001-00-0502,C05,C12,C01,C02,,,,,,,,,,,,
2972,001001-00-0510,C05,C01,C12,C09,C04,,,,,,,,,,,
2973,001001-00-0516,C05,C01,C06,C12,C09,C16,C13,C04,C10,C14,,,,,,
2974,001001-00-0519,C05,C15,C02,C01,C13,,,,,,,,,,,
2975,001001-00-0530,C05,C09,C15,C03,C12,C11,C01,,,,,,,,,
2976,001001-00-0532,C05,C01,C13,C02,,,,,,,,,,,,
2977,001001-00-0539,C05,C09,C14,C15,C04,C06,C10,C11,C12,C13,C16,C01,C03,C02,C08,C07
2978,001001-00-0541,C05,C09,C13,C04,C06,C16,C01,C14,C15,,,,,,,
2979,001001-00-0546,C05,C02,,,,,,,,,,,,,,
2980,001001-00-0551,C05,C01,C02,,,,,,,,,,,,,
2981,001001-00-0553,C05,C15,C09,,,,,,,,,,,,,
2982,001001-00-0567,C05,C11,C16,C12,C06,C09,C13,C15,C02,,,,,,,
2983,001001-00-0583,C05,C14,C06,C15,C07,,,,,,,,,,,
2984,001001-00-0593,C05,C01,C06,C09,C12,,,,,,,,,,,
2985,001001-00-0601,C05,C11,C02,,,,,,,,,,,,,
2986,001001-00-0605,C05,C02,C09,C13,,,,,,,,,,,,
2987,001001-00-0624,C05,,,,,,,,,,,,,,,
2988,001001-00-0652,C05,C02,,,,,,,,,,,,,,
2989,001001-00-0712,C05,C02,C09,,,,,,,,,,,,,
2990,001001-00-0714,C05,C02,C01,C06,C07,C09,C10,C11,C12,,,,,,,
2991,001001-00-0724,C05,C01,C02,C09,C12,C15,C06,C13,C11,C14,,,,,,
2992,001001-00-0731,C05,,,,,,,,,,,,,,,
2993,001001-00-0800,C05,C09,C13,C01,C06,C15,C10,C07,C12,,,,,,,
2994,001001-00-0839,C05,C02,C11,C12,C13,C01,C03,C09,C06,,,,,,,
2995,001001-00-0844,C05,,,,,,,,,,,,,,,
2996,001001-00-0846,C05,,,,,,,,,,,,,,,
2997,001001-00-0866,C05,C09,C02,C01,C13,C12,C11,C14,C15,C16,C03,C04,C06,C07,C10,C08
2998,001001-00-0873,C05,C01,C13,C16,C12,C09,C07,C15,,,,,,,,
2999,001001-00-0876,C05,C13,C16,C06,C09,,,,,,,,,,,
3000,001001-00-0879,C05,C09,,,,,,,,,,,,,,
3001,001001-00-0899,C05,,,,,,,,,,,,,,,
3002,001001-00-0910,C05,,,,,,,,,,,,,,,
3003,001001-00-0914,C05,C09,C13,C02,C06,C01,C15,C14,C16,,,,,,,
3004,001001-00-0938,C05,C12,C09,C13,C06,C01,C02,C03,,,,,,,,
3005,001001-00-0939,C05,C12,C01,,,,,,,,,,,,,
3006,001001-00-0950,C05,C02,C15,C11,C08,C04,C03,C09,,,,,,,,
3007,001001-00-0953,C05,,,,,,,,,,,,,,,
3008,001001-00-0997,C05,C06,C09,C01,C15,C02,C12,C13,,,,,,,,
3009,001001-00-1005,C05,C02,C04,C12,C16,C13,C09,C01,,,,,,,,
3010,001001-00-1008,C05,C02,C04,C12,C16,C13,C09,C01,,,,,,,,
3011,001001-00-1018,C05,C02,C10,C07,,,,,,,,,,,,
3012,001001-00-1026,C05,C11,C02,C09,C01,C03,C13,,,,,,,,,
3013,001001-00-1028,C05,C13,C15,C08,C09,C04,C03,C14,C11,C12,C02,,,,,
3014,001001-00-1041,C05,C11,C03,C02,C16,C15,C14,C06,C07,C09,C10,C01,C08,,,
3015,001001-00-1043,C05,,,,,,,,,,,,,,,
3016,001001-00-1046,C05,C12,C16,C04,C13,C02,C01,C09,,,,,,,,
3017,001001-00-1058,C05,C04,C02,,,,,,,,,,,,,
3018,001001-00-1073,C05,C03,C13,C01,,,,,,,,,,,,
3019,001001-00-1093,C05,C09,C13,C01,C16,C11,C04,C02,C12,,,,,,,
3020,001001-00-1096,C05,C09,C13,C01,C16,C11,C04,C02,C12,,,,,,,
3021,001001-00-1099,C05,C12,C02,,,,,,,,,,,,,
3022,001001-00-1100,C05,C12,C13,C02,C09,,,,,,,,,,,
3023,001001-00-1104,C05,C01,,,,,,,,,,,,,,
3024,001001-00-1122,C05,C14,C13,,,,,,,,,,,,,
3025,001001-00-1125,C05,C04,C08,C11,C03,C02,,,,,,,,,,
3026,001001-00-1139,C05,C08,C02,,,,,,,,,,,,,
3027,001001-00-1148,C05,C06,C09,C01,C16,C15,C14,C12,,,,,,,,
3028,001001-00-1162,C05,C09,C16,C14,C01,C12,C13,C15,C04,,,,,,,
3029,001001-00-1170,C05,C08,C13,C01,C03,C15,C04,C06,C09,C02,,,,,,
3030,001001-00-1191,C05,C13,C01,C02,C11,C12,,,,,,,,,,
3031,001001-00-1201,C05,C08,,,,,,,,,,,,,,
3032,001001-00-1202,C05,C13,C01,C09,C11,,,,,,,,,,,
3033,001001-00-1208,C05,C12,C13,,,,,,,,,,,,,
3034,001001-00-1221,C05,C06,C14,C01,C03,C04,C11,C12,C13,C15,,,,,,
3035,001001-00-1227,C05,,,,,,,,,,,,,,,
3036,001001-00-1228,C05,C01,C16,,,,,,,,,,,,,
3037,001001-00-1233,C05,C14,,,,,,,,,,,,,,
3038,001001-00-0012,C05,C09,C01,C12,C04,C16,C07,WI0,,,,,,,,
3039,000903-00-0038,C05,C11,C01,,,,,,,,,,,,,
3040,000903-00-0096,C05,C12,C13,C09,C01,C06,C02,C11,,,,,,,,
3041,000903-00-0123,C05,C12,,,,,,,,,,,,,,
3042,000903-00-0131,C05,C12,C02,C09,C11,,,,,,,,,,,
3043,000903-00-0152,C05,C06,C09,C13,C01,C02,,,,,,,,,,
3044,000903-00-0160,C05,C04,,,,,,,,,,,,,,
3045,000903-00-0183,C05,C16,C07,C12,C04,C06,C09,C13,,,,,,,,
3046,000903-00-0237,C05,C06,C09,,,,,,,,,,,,,
3047,000903-00-0311,C05,C09,C01,C15,C14,C13,C11,C12,C06,C16,C04,C07,C02,,,
