,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
6060,000201-00-0128,10019,C20,C01,C10,C12,C19,C15,C03,,,,,,,,,,,,,,,,,,,,
6061,000201-00-0129,10016,C19,C20,C21,C05,C08,,,,,,,,,,,,,,,,,,,,,,
6062,000201-00-0131,10022,C01,C02,C06,,,,,,,,,,,,,,,,,,,,,,,,
6063,000201-00-0133,10021,C22,C14,C04,C06,C02,C08,C11,,,,,,,,,,,,,,,,,,,,
6064,000201-00-0135,10000,C21,C04,C20,,,,,,,,,,,,,,,,,,,,,,,,
6065,000201-00-0137,10020,C22,C06,C14,C04,C19,C08,C02,,,,,,,,,,,,,,,,,,,,
6066,000201-00-0139,10003,C15,C12,C20,,,,,,,,,,,,,,,,,,,,,,,,
6067,000201-00-0142,10001,C19,C01,C15,C10,C12,C03,C20,,,,,,,,,,,,,,,,,,,,
6068,000201-00-0143,10004,C19,C01,C14,C02,C03,C08,C22,,,,,,,,,,,,,,,,,,,,
6069,000201-00-0144,10005,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,000201-00-0146,10012,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,000201-00-0149,10006,C20,C03,C10,C19,C01,C12,C15,C04,,,,,,,,,,,,,,,,,,,
6072,000201-00-0150,10009,C06,C22,C14,C04,C02,C08,C19,C15,,,,,,,,,,,,,,,,,,,
6073,000201-00-0152,10008,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6074,000201-00-0155,10014,C21,C22,C05,C09,,,,,,,,,,,,,,,,,,,,,,,
6075,000201-00-0158,10011,C04,C03,C12,C20,C02,C11,C19,C01,C15,C14,C21,C06,C18,,,,,,,,,,,,,,
6076,000201-00-0160,10005,C14,C12,C10,,,,,,,,,,,,,,,,,,,,,,,,
6077,000201-00-0161,10001,C06,C04,C14,C19,C01,C23,,,,,,,,,,,,,,,,,,,,,
6078,000201-00-0163,10004,C04,C08,C10,C15,C19,C14,,,,,,,,,,,,,,,,,,,,,
6079,000201-00-0164,10015,C04,C02,C08,C22,C14,C11,C21,C23,C19,C06,,,,,,,,,,,,,,,,,
6080,000201-00-0166,10017,C19,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,
6081,000201-00-0169,10002,C01,C19,C06,C18,C15,C12,C10,C20,C03,C17,C21,,,,,,,,,,,,,,,,
6082,000201-00-0171,10000,C01,C02,C03,C12,C18,C22,,,,,,,,,,,,,,,,,,,,,
6083,000201-00-0172,10008,C14,C03,C02,,,,,,,,,,,,,,,,,,,,,,,,
6084,000201-00-0176,10011,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6085,000201-00-0177,10013,C03,C01,C19,C10,C12,C15,C18,C06,C21,,,,,,,,,,,,,,,,,,
6086,000201-00-0179,10010,C01,C12,C15,C14,C20,,,,,,,,,,,,,,,,,,,,,,
6087,000201-00-0180,10012,C06,C22,,,,,,,,,,,,,,,,,,,,,,,,,
6088,000201-00-0182,10014,C20,C17,C19,C14,C05,C03,C23,C12,C22,,,,,,,,,,,,,,,,,,
6089,000201-00-0183,10015,C06,C04,C14,C11,,,,,,,,,,,,,,,,,,,,,,,
6090,000201-00-0186,10016,C22,C19,C10,C14,C15,C13,C06,C07,C04,C02,,,,,,,,,,,,,,,,,
6091,000201-00-0188,10019,C22,C07,C04,C14,C02,C23,C06,,,,,,,,,,,,,,,,,,,,
6092,000201-00-0189,10021,C01,C02,C14,C19,,,,,,,,,,,,,,,,,,,,,,,
6093,000201-00-0191,10018,C19,C01,C10,C22,C12,C20,C15,,,,,,,,,,,,,,,,,,,,
6094,000201-00-0192,10020,C19,C04,,,,,,,,,,,,,,,,,,,,,,,,,
6095,000201-00-0194,10001,C10,C21,C12,C15,C01,C03,C06,C20,C08,,,,,,,,,,,,,,,,,,
6096,000201-00-0195,10022,C21,C22,C04,C10,C14,C02,,,,,,,,,,,,,,,,,,,,,
6097,000201-00-0197,10000,C06,C22,C14,,,,,,,,,,,,,,,,,,,,,,,,
6098,000201-00-0201,10003,C20,C03,C19,C21,C01,C02,,,,,,,,,,,,,,,,,,,,,
6099,000201-00-0202,10004,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,000201-00-0203,10002,C15,C01,C19,C04,C12,,,,,,,,,,,,,,,,,,,,,,
6101,000201-00-0206,10005,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6102,000201-00-0209,10009,C01,C19,C15,C20,C10,C21,C02,C03,C04,C05,C06,C07,C08,C09,C11,C12,C14,C16,C18,C22,C23,C17,C13,,,,
6103,000201-00-0211,10006,C01,C19,C15,C13,C22,,,,,,,,,,,,,,,,,,,,,,
6104,000201-00-0213,10009,C01,C19,C22,C21,C20,C17,C15,C14,C12,C10,,,,,,,,,,,,,,,,,
6105,000201-00-0214,10007,C18,C09,C03,C22,C20,C13,C05,,,,,,,,,,,,,,,,,,,,
6106,000201-00-0216,10011,C20,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,
6107,000201-00-0219,10010,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,000201-00-0221,10015,C01,C19,C14,,,,,,,,,,,,,,,,,,,,,,,,
6109,000201-00-0223,10008,C03,C01,C19,C20,C14,C15,C10,C09,C07,C08,C23,C22,C21,C18,C16,C17,C13,C12,C11,C02,C04,C05,C06,,,,
6110,000201-00-0224,10012,C19,C14,C03,C20,C12,C01,C02,C10,C15,C13,C16,C18,C09,C08,C07,C21,C22,C23,C04,C05,C06,C11,C17,,,,
6111,000201-00-0226,10014,C19,C20,C21,C01,C02,C03,C22,C14,C06,,,,,,,,,,,,,,,,,,
6112,000201-00-0228,10013,C19,C14,C01,,,,,,,,,,,,,,,,,,,,,,,,
6113,000201-00-0231,10016,C14,C03,C06,C19,C20,C15,C10,C21,C22,C01,C12,,,,,,,,,,,,,,,,
6114,000201-00-0232,10017,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,000201-00-0234,10020,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6116,000201-00-0236,10018,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,000201-00-0238,10000,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,000201-00-0240,10021,C01,C12,C10,C22,C15,C14,C06,C03,C19,,,,,,,,,,,,,,,,,,
6119,000201-00-0241,10001,C06,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,000201-00-0243,10019,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,000201-00-0244,10003,C04,C08,C02,C22,C14,,,,,,,,,,,,,,,,,,,,,,
6122,000201-00-0246,10004,C19,C03,C01,C20,,,,,,,,,,,,,,,,,,,,,,,
6123,000201-00-0248,10005,C01,C12,C10,,,,,,,,,,,,,,,,,,,,,,,,
6124,000201-00-0249,10007,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,000201-00-0251,10008,C20,C15,,,,,,,,,,,,,,,,,,,,,,,,,
6126,000201-00-0254,10010,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,000201-00-0255,10006,C04,C02,C21,C06,C19,C08,C01,C22,C14,,,,,,,,,,,,,,,,,,
6128,000201-00-0257,10009,C19,C20,C17,,,,,,,,,,,,,,,,,,,,,,,,
6129,000201-00-0259,10015,C19,C01,C03,C12,C15,,,,,,,,,,,,,,,,,,,,,,
6130,000201-00-0262,10014,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6131,000201-00-0263,10012,C14,C20,C01,C19,,,,,,,,,,,,,,,,,,,,,,,
6132,000201-00-0265,10013,C19,C01,C20,C14,C15,C03,C02,C12,C21,C05,C06,C08,,,,,,,,,,,,,,,
6133,000201-00-0267,10017,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,000201-00-0270,10020,C19,C20,C18,C10,C06,C02,C03,,,,,,,,,,,,,,,,,,,,
6135,000201-00-0271,10019,C20,C01,C04,,,,,,,,,,,,,,,,,,,,,,,,
6136,000201-00-0273,10000,C01,C10,C11,C19,,,,,,,,,,,,,,,,,,,,,,,
6137,000201-00-0275,10018,C01,C11,C10,C19,,,,,,,,,,,,,,,,,,,,,,,
6138,000201-00-0277,10022,C19,C20,C01,C14,C06,C03,C22,C21,C12,C04,C15,,,,,,,,,,,,,,,,
6139,000201-00-0278,10001,C14,C19,C12,C10,C03,C15,C21,C11,C09,C02,,,,,,,,,,,,,,,,,
6140,000201-00-0280,10002,C01,C19,C22,C20,C10,,,,,,,,,,,,,,,,,,,,,,
6141,000201-00-0282,10003,C21,C19,C14,C01,C22,C03,C10,C02,,,,,,,,,,,,,,,,,,,
6142,000201-00-0285,10004,C04,C05,C11,C06,C08,C09,C13,C22,C21,,,,,,,,,,,,,,,,,,
6143,000201-00-0286,10007,C08,C04,C02,C14,C22,C06,,,,,,,,,,,,,,,,,,,,,
6144,000201-00-0288,10008,C23,C19,C12,,,,,,,,,,,,,,,,,,,,,,,,
6145,000201-00-0291,10009,C01,C02,C03,C20,C19,C15,C14,C12,C10,,,,,,,,,,,,,,,,,,
6146,000201-00-0292,10006,C15,C18,C12,C19,C13,C14,C16,C17,C10,C09,C11,C08,C07,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,,,,
6147,000201-00-0294,10011,C22,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
6148,000201-00-0295,10012,C20,C01,C02,C03,C10,C12,,,,,,,,,,,,,,,,,,,,,
6149,000201-00-0297,10014,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,000201-00-0300,10010,C12,C11,C13,C14,C15,C16,C19,C20,C01,C03,C09,C02,C22,,,,,,,,,,,,,,
6151,000201-00-0302,10013,C01,C15,,,,,,,,,,,,,,,,,,,,,,,,,
6152,000201-00-0304,10016,C19,C03,C20,C15,C12,C01,C10,C06,C17,,,,,,,,,,,,,,,,,,
6153,000201-00-0306,10015,C14,C12,C19,C18,C16,C20,C09,C13,C15,,,,,,,,,,,,,,,,,,
6154,000201-00-0308,10001,C01,C19,C20,C12,,,,,,,,,,,,,,,,,,,,,,,
6155,000201-00-0311,10000,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,000201-00-0313,10017,C20,C19,C10,,,,,,,,,,,,,,,,,,,,,,,,
6157,000201-00-0314,10003,C01,C19,C14,C03,,,,,,,,,,,,,,,,,,,,,,,
6158,000201-00-0317,10002,C14,C18,C19,C21,C02,C12,C09,C07,C06,,,,,,,,,,,,,,,,,,
6159,000201-00-0318,10004,C04,C14,C01,C03,C19,C21,C22,,,,,,,,,,,,,,,,,,,,
6160,000201-00-0322,10006,C21,C06,C18,C19,C10,,,,,,,,,,,,,,,,,,,,,,
6161,000201-00-0324,10009,C12,C20,C21,C22,C03,,,,,,,,,,,,,,,,,,,,,,
6162,000201-00-0325,10010,C10,C21,C14,C03,C04,,,,,,,,,,,,,,,,,,,,,,
6163,000201-00-0328,10011,C21,C10,C03,C20,C19,C14,C15,C12,,,,,,,,,,,,,,,,,,,
6164,000201-00-0330,10008,C03,C18,C21,C12,C19,C14,C09,C16,C22,,,,,,,,,,,,,,,,,,
6165,000201-00-0332,10012,C14,C06,C22,C04,C08,C02,C18,,,,,,,,,,,,,,,,,,,,
6166,000201-00-0334,10013,C01,C02,,,,,,,,,,,,,,,,,,,,,,,,,
6167,000201-00-0336,10014,C22,C14,C06,C19,,,,,,,,,,,,,,,,,,,,,,,
6168,000201-00-0338,10021,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,000201-00-0340,10017,C14,C12,C13,C18,C01,,,,,,,,,,,,,,,,,,,,,,
6170,000201-00-0341,10016,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6171,000201-00-0343,10022,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,000201-00-0345,10020,C19,C20,C01,C04,C21,C03,,,,,,,,,,,,,,,,,,,,,
6173,000201-00-0347,10018,C12,C14,C01,C21,C19,C10,C15,,,,,,,,,,,,,,,,,,,,
6174,000201-00-0349,10019,C19,C21,C22,C05,C14,C03,C06,C08,C01,,,,,,,,,,,,,,,,,,
6175,000201-00-0352,10015,C19,C01,C15,C02,C22,C06,,,,,,,,,,,,,,,,,,,,,
6176,000201-00-0354,10000,C14,C06,C22,,,,,,,,,,,,,,,,,,,,,,,,
6177,000201-00-0355,10001,C02,C21,C15,C22,C14,C05,C06,C23,C13,C11,,,,,,,,,,,,,,,,,
6178,000201-00-0357,10004,C14,C15,C22,,,,,,,,,,,,,,,,,,,,,,,,
6179,000201-00-0360,10003,C14,C06,C22,,,,,,,,,,,,,,,,,,,,,,,,
6180,000201-00-0361,10002,C02,C22,C21,C14,C04,C08,C16,C23,,,,,,,,,,,,,,,,,,,
6181,000201-00-0362,10007,C22,C04,C02,C14,,,,,,,,,,,,,,,,,,,,,,,
6182,000201-00-0365,10006,C20,C01,C03,C15,C12,C10,C22,C04,C05,C07,C08,C09,C11,C13,C14,C16,C17,C18,C19,C21,C23,C02,C06,,,,
6183,000201-00-0368,10009,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,000201-00-0370,10008,C22,C01,C05,C21,,,,,,,,,,,,,,,,,,,,,,,
6185,000201-00-0371,10010,C21,C19,C01,C02,C03,C10,,,,,,,,,,,,,,,,,,,,,
6186,000201-00-0373,10011,C13,C04,C06,,,,,,,,,,,,,,,,,,,,,,,,
6187,000201-00-0375,10014,C19,C01,C12,,,,,,,,,,,,,,,,,,,,,,,,
6188,000201-00-0378,10013,C01,C19,C20,,,,,,,,,,,,,,,,,,,,,,,,
6189,000201-00-0379,10012,C14,C15,C19,C20,C01,C02,C03,C12,C10,C22,,,,,,,,,,,,,,,,,
6190,000201-00-0382,10019,C01,C20,C02,C19,,,,,,,,,,,,,,,,,,,,,,,
6191,000201-00-0385,10018,C19,C01,C20,C03,C02,C15,C14,C12,C11,C10,C17,C18,C16,C13,C09,C05,C04,C22,C21,C23,C06,C07,C08,,,,
6192,000201-00-0387,10017,C19,C01,C14,C21,C04,C03,C09,C13,C18,C20,C22,C23,C02,C05,C06,C07,C08,C10,C11,C12,C15,C16,C17,,,,
6193,000201-00-0389,10020,C01,C21,C19,,,,,,,,,,,,,,,,,,,,,,,,
6194,000201-00-0390,10015,C14,C19,C21,C20,C17,C16,C18,C22,C01,C02,C15,C13,C11,C12,C10,C03,C05,C04,C08,C07,C09,C06,C23,,,,
6195,000201-00-0393,10022,C15,C03,C21,C12,C07,,,,,,,,,,,,,,,,,,,,,,
6196,000201-00-0395,10016,C14,C19,C20,C01,C02,C03,C10,C11,C15,C07,C04,C05,C06,C08,C09,C13,C12,C16,C23,C22,C21,C18,C17,,,,
6197,000201-00-0396,10003,C21,C03,C12,C01,C19,,,,,,,,,,,,,,,,,,,,,,
6198,000201-00-0398,10002,C22,C21,C19,C01,,,,,,,,,,,,,,,,,,,,,,,
6199,000201-00-0399,10011,C22,C04,C02,C14,C08,C06,C11,,,,,,,,,,,,,,,,,,,,
6200,000201-00-0401,10012,C20,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,
6201,000201-00-0403,10013,C20,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,
6202,000201-00-0405,10014,C01,C19,C20,,,,,,,,,,,,,,,,,,,,,,,,
6203,000201-00-0408,10016,C04,C02,C14,C08,C22,C21,C19,C10,C01,C03,,,,,,,,,,,,,,,,,
6204,000201-00-0409,10018,C21,C03,C15,C10,C19,C12,C20,C06,C01,C04,C08,C17,C02,C13,,,,,,,,,,,,,
6205,000201-00-0411,10015,C20,C18,C13,C16,C15,,,,,,,,,,,,,,,,,,,,,,
6206,000201-00-0412,10020,C19,C21,C06,C15,C03,C10,C20,C12,C01,C04,C08,C17,C02,C13,,,,,,,,,,,,,
6207,000201-00-0415,10017,C19,C06,C21,C03,C15,C20,C12,C10,C01,C08,C04,C22,C17,C07,C09,C05,C11,C13,C23,C16,C02,C18,C14,,,,
6208,000201-00-0417,10021,C19,C20,C21,C16,C13,C15,C04,,,,,,,,,,,,,,,,,,,,
6209,000201-00-0418,10000,C21,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,000201-00-0421,10003,C22,C19,C04,C03,C20,C18,,,,,,,,,,,,,,,,,,,,,
6211,000201-00-0424,10022,C19,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
6212,000201-00-0426,10001,C12,C02,C15,,,,,,,,,,,,,,,,,,,,,,,,
6213,000201-00-0427,10004,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,000201-00-0429,10009,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6215,000201-00-0431,10005,C22,C01,C03,,,,,,,,,,,,,,,,,,,,,,,,
6216,000201-00-0433,10010,C04,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6217,000201-00-0435,10012,C21,C23,C11,C14,C01,,,,,,,,,,,,,,,,,,,,,,
6218,000201-00-0436,10017,C22,C02,C03,,,,,,,,,,,,,,,,,,,,,,,,
6219,000201-00-0438,10011,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,000201-00-0439,10015,C01,C19,C02,,,,,,,,,,,,,,,,,,,,,,,,
6221,000201-00-0441,10016,C06,C14,C18,C22,C03,C04,,,,,,,,,,,,,,,,,,,,,
6222,000201-00-0444,10019,C06,C22,C03,,,,,,,,,,,,,,,,,,,,,,,,
6223,000201-00-0446,10002,C16,C04,C06,C21,C11,,,,,,,,,,,,,,,,,,,,,,
6224,000201-00-0447,10001,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6225,000201-00-0450,10000,C14,C08,C04,,,,,,,,,,,,,,,,,,,,,,,,
6226,000201-00-0452,10018,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6227,000201-00-0455,10004,C20,C14,C21,,,,,,,,,,,,,,,,,,,,,,,,
6228,000201-00-0456,10008,C22,C14,C02,C04,C08,,,,,,,,,,,,,,,,,,,,,,
6229,000201-00-0458,10010,C19,C23,C13,C01,C03,,,,,,,,,,,,,,,,,,,,,,
6230,000201-00-0459,10003,C04,C06,C02,C01,C10,C15,,,,,,,,,,,,,,,,,,,,,
6231,000201-00-0462,10007,C01,C15,C21,,,,,,,,,,,,,,,,,,,,,,,,
6232,000201-00-0463,10009,C19,C12,C20,C22,,,,,,,,,,,,,,,,,,,,,,,
6233,000201-00-0465,10011,C12,C19,C20,C22,,,,,,,,,,,,,,,,,,,,,,,
6234,000201-00-0467,10012,C19,C04,,,,,,,,,,,,,,,,,,,,,,,,,
6235,000201-00-0469,10014,C22,C08,C04,C14,C01,C02,C06,C10,C16,,,,,,,,,,,,,,,,,,
6236,000201-00-0471,10013,C20,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,
6237,000201-00-0472,10015,C12,C01,C03,C14,C10,C20,C19,C16,C18,C23,C04,C15,C11,C09,C08,C07,C02,,,,,,,,,,
6238,000201-00-0475,10016,C14,C04,C02,C06,C22,C07,C08,C11,,,,,,,,,,,,,,,,,,,
6239,000201-00-0477,10017,C20,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6240,000201-00-0478,10019,C19,C12,C20,,,,,,,,,,,,,,,,,,,,,,,,
6241,000201-00-0482,10020,C19,C20,C12,C13,,,,,,,,,,,,,,,,,,,,,,,
6242,000201-00-0485,10021,C22,C06,C14,C02,C04,C08,,,,,,,,,,,,,,,,,,,,,
6243,000201-00-0487,10022,C01,C11,C19,,,,,,,,,,,,,,,,,,,,,,,,
6244,000201-00-0489,10001,C04,,,,,,,,,,,,,,,,,,,,,,,,,,
6245,000201-00-0490,10002,C01,C21,C19,,,,,,,,,,,,,,,,,,,,,,,,
6246,000201-00-0492,10003,C04,C02,C21,C22,C08,C14,C07,C13,C05,C09,C11,C16,C17,C19,C20,,,,,,,,,,,,
6247,000201-00-0495,10007,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,,
6248,000201-00-0497,10008,C01,C15,C19,C10,C12,C20,,,,,,,,,,,,,,,,,,,,,
6249,000201-00-0499,10009,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,000201-00-0500,10006,C14,C22,C12,C23,,,,,,,,,,,,,,,,,,,,,,,
6251,000201-00-0504,10011,C19,C22,,,,,,,,,,,,,,,,,,,,,,,,,
6252,000201-00-0506,10013,C20,C15,C03,C10,C12,C19,C02,C08,C21,C14,,,,,,,,,,,,,,,,,
6253,000201-00-0507,10019,C22,C01,C12,C13,C19,C14,C15,C20,C02,C10,,,,,,,,,,,,,,,,,
6254,000201-00-0509,10014,C01,C20,C18,,,,,,,,,,,,,,,,,,,,,,,,
6255,000201-00-0510,10012,C12,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,000201-00-0512,10021,C01,C15,C19,C20,C03,C12,,,,,,,,,,,,,,,,,,,,,
6257,000201-00-0515,10018,C22,C06,C10,C19,,,,,,,,,,,,,,,,,,,,,,,
6258,000201-00-0518,10017,C01,C12,C22,,,,,,,,,,,,,,,,,,,,,,,,
6259,000201-00-0519,10020,C21,C02,C13,C20,C05,C18,C15,C16,C12,C11,C10,C09,C08,C06,C07,C04,C03,C01,C23,C22,,,,,,,
6260,000201-00-0521,10001,C01,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
6261,000201-00-0524,10002,C01,C10,C12,,,,,,,,,,,,,,,,,,,,,,,,
6262,000201-00-0525,10000,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,000201-00-0528,10022,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,,
6264,000201-00-0529,10005,C01,C19,C12,C20,C22,C14,,,,,,,,,,,,,,,,,,,,,
6265,000201-00-0531,10006,C01,C02,C07,C10,,,,,,,,,,,,,,,,,,,,,,,
6266,000201-00-0533,10003,C13,C19,C20,C06,,,,,,,,,,,,,,,,,,,,,,,
6267,000201-00-0535,10004,C01,C19,C22,C11,C04,,,,,,,,,,,,,,,,,,,,,,
6268,000201-00-0537,10008,C19,C20,C15,C01,C21,,,,,,,,,,,,,,,,,,,,,,
6269,000201-00-0538,10012,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,000201-00-0540,10009,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,000201-00-0542,10013,C19,C20,C21,C22,C23,,,,,,,,,,,,,,,,,,,,,,
6272,000201-00-0545,10007,C19,C02,C01,C03,C10,C12,C15,C14,,,,,,,,,,,,,,,,,,,
6273,000201-00-0547,10011,C06,C08,C10,C19,C14,C01,C03,C02,,,,,,,,,,,,,,,,,,,
6274,000201-00-0549,10015,C14,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
6275,000201-00-0551,10016,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,000201-00-0553,10022,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,000201-00-0555,10021,C14,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,000201-00-0557,10019,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6279,000201-00-0558,10020,C14,C22,C08,C04,C02,C10,C21,C06,C01,,,,,,,,,,,,,,,,,,
6280,000201-00-0560,10001,C19,C20,C18,C21,C22,C23,C01,C17,C16,C15,C14,C13,C12,C11,C10,C09,C08,C07,C06,C05,C04,C03,C02,,,,
6281,000201-00-0563,10002,C10,C03,C14,,,,,,,,,,,,,,,,,,,,,,,,
6282,000201-00-0564,10003,C19,C21,C12,C06,C01,C20,C15,C04,C22,C14,,,,,,,,,,,,,,,,,
6283,000201-00-0566,10007,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C18,C17,C16,C15,C14,C13,C12,C11,C10,C09,C08,,,,
6284,000201-00-0568,10005,C01,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,
6285,000201-00-0571,10008,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6286,000201-00-0573,10006,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6287,000201-00-0575,10009,C14,C13,C04,C01,C12,,,,,,,,,,,,,,,,,,,,,,
6288,000201-00-0576,10014,C19,C20,C12,C13,,,,,,,,,,,,,,,,,,,,,,,
6289,000201-00-0578,10010,C01,C14,C20,C19,C22,C12,,,,,,,,,,,,,,,,,,,,,
6290,000201-00-0580,10004,C22,C01,C19,,,,,,,,,,,,,,,,,,,,,,,,
6291,000201-00-0582,10014,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
6292,000201-00-0584,10012,C22,C19,C01,C12,C21,C03,C15,,,,,,,,,,,,,,,,,,,,
6293,000201-00-0587,10013,C19,C20,,,,,,,,,,,,,,,,,,,,,,,,,
6294,000201-00-0588,10015,C19,C14,C01,,,,,,,,,,,,,,,,,,,,,,,,
6295,000201-00-0590,10016,C06,C22,C19,C03,,,,,,,,,,,,,,,,,,,,,,,
6296,000201-00-0592,10004,C01,C19,C20,,,,,,,,,,,,,,,,,,,,,,,,
6297,000201-00-0594,10000,C19,C20,C21,C15,C03,,,,,,,,,,,,,,,,,,,,,,
6298,000201-00-0596,10001,C01,C19,C20,C14,C12,C10,C02,C16,C23,,,,,,,,,,,,,,,,,,
6299,000201-00-0598,10005,C01,C02,C03,,,,,,,,,,,,,,,,,,,,,,,,
6300,000201-00-0600,10003,C19,C20,C03,C15,C17,,,,,,,,,,,,,,,,,,,,,,
6301,000201-00-0603,10006,C19,C01,C20,C04,C12,,,,,,,,,,,,,,,,,,,,,,
6302,000201-00-0604,10009,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,000201-00-0607,10010,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,000201-00-0609,10007,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,000201-00-0611,10008,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,000201-00-0612,10017,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,000201-00-0615,10013,C07,C08,C21,C19,,,,,,,,,,,,,,,,,,,,,,,
6308,000201-00-0616,10016,C01,C19,C15,,,,,,,,,,,,,,,,,,,,,,,,
6309,000201-00-0618,10014,C01,C12,C20,C19,C15,C10,C14,C03,C17,,,,,,,,,,,,,,,,,,
6310,000201-00-0621,10019,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,000201-00-0623,10018,C19,C20,C21,C01,C02,C03,C10,C12,C14,C15,C16,C07,C22,C23,C04,C05,C06,C08,C09,C11,C13,C17,C18,,,,
6312,000201-00-0625,10004,C18,C12,C05,,,,,,,,,,,,,,,,,,,,,,,,
6313,000201-00-0626,10003,C01,C19,C20,,,,,,,,,,,,,,,,,,,,,,,,
6314,000201-00-0628,10021,C21,C01,C19,C03,C20,,,,,,,,,,,,,,,,,,,,,,
6315,000201-00-0631,10001,C01,C20,C19,C15,C14,C12,C10,C04,C03,C02,C23,C22,C21,C16,C17,C18,C13,C11,C09,C08,C07,C06,C05,,,,
6316,000201-00-0632,10005,C01,C19,C22,C14,C12,C04,C11,C10,,,,,,,,,,,,,,,,,,,
6317,000201-00-0634,10009,C19,C04,C21,,,,,,,,,,,,,,,,,,,,,,,,
6318,000201-00-0637,10011,C01,C12,C05,,,,,,,,,,,,,,,,,,,,,,,,
6319,000201-00-0638,10013,C01,,,,,,,,,,,,,,,,,,,,,,,,,,
6320,000201-00-0642,10012,C19,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
6321,000201-00-0643,10006,C19,C20,C01,C13,C04,,,,,,,,,,,,,,,,,,,,,,
6322,000201-00-0646,10010,C19,C21,C14,C20,,,,,,,,,,,,,,,,,,,,,,,
