,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
3014,000302-00-0538,C13,C11,C17,C15,,,,,,,,,,,,,,
3015,000302-00-0539,C18,,,,,,,,,,,,,,,,,
3016,000302-00-0542,C15,C01,C13,,,,,,,,,,,,,,,
3017,000302-00-0545,C15,C01,C11,,,,,,,,,,,,,,,
3018,000302-00-0547,C13,,,,,,,,,,,,,,,,,
3019,000302-00-0548,C16,C14,C01,C13,C12,C02,C11,C05,C15,,,,,,,,,
3020,000302-00-0551,C15,,,,,,,,,,,,,,,,,
3021,000302-00-0552,C15,,,,,,,,,,,,,,,,,
3022,000302-00-0554,C13,C01,C11,C17,C02,C04,C16,,,,,,,,,,,
3023,000302-00-0556,C12,C02,,,,,,,,,,,,,,,,
3024,000302-00-0558,C09,C11,C03,,,,,,,,,,,,,,,
3025,000302-00-0561,C17,C13,C11,C01,C02,C04,,,,,,,,,,,,
3026,000302-00-0562,C15,C02,,,,,,,,,,,,,,,,
3027,000302-00-0565,C13,C15,C05,C07,C06,C08,C10,C09,C12,C11,C02,C01,C17,C18,C16,,,
3028,000302-00-0566,C13,C05,C02,C01,C15,C12,C04,C16,C06,,,,,,,,,
3029,000302-00-0569,C01,C16,C15,,,,,,,,,,,,,,,
3030,000302-00-0570,C15,C09,,,,,,,,,,,,,,,,
3031,000302-00-0572,C16,C13,,,,,,,,,,,,,,,,
3032,000302-00-0574,C12,C15,,,,,,,,,,,,,,,,
3033,000302-00-0575,C15,,,,,,,,,,,,,,,,,
3034,000302-00-0578,C01,,,,,,,,,,,,,,,,,
3035,000302-00-0580,C02,C12,C01,C16,C11,,,,,,,,,,,,,
3036,000302-00-0582,C04,C06,C03,C15,C13,,,,,,,,,,,,,
3037,000302-00-0583,C11,C16,C01,C04,C05,C13,C17,,,,,,,,,,,
3038,000302-00-0585,C15,C05,C09,C16,C01,,,,,,,,,,,,,
3039,000302-00-0587,C13,C17,C15,C03,C02,C10,,,,,,,,,,,,
3040,000302-00-0588,C13,C17,C15,C03,C16,C02,,,,,,,,,,,,
3041,000302-00-0591,C01,C09,C13,C04,C16,,,,,,,,,,,,,
3042,000302-00-0593,C18,C12,C03,C15,C17,,,,,,,,,,,,,
3043,000302-00-0594,C06,C16,C11,C12,C14,,,,,,,,,,,,,
3044,000302-00-0596,C04,C13,C15,C11,C03,C02,C05,C01,C12,,,,,,,,,
3045,000302-00-0597,C02,C03,C01,C15,C12,C11,C05,C04,C06,C17,C18,C14,C10,C08,C07,C13,C16,
3046,000302-00-0600,C16,,,,,,,,,,,,,,,,,
3047,000302-00-0602,C17,C11,C12,C03,C13,,,,,,,,,,,,,
3048,000302-00-0605,C13,C11,C03,,,,,,,,,,,,,,,
3049,000302-00-0607,C13,C11,C16,,,,,,,,,,,,,,,
3050,000302-00-0608,C11,C13,C16,,,,,,,,,,,,,,,
3051,000302-00-0610,C01,C02,C03,C05,C04,C12,C13,C11,C16,C15,,,,,,,,
3052,000302-00-0613,C12,C15,C11,C01,C02,C16,,,,,,,,,,,,
3053,000302-00-0614,C15,C05,C03,C11,C12,C02,,,,,,,,,,,,
3054,000302-00-0616,C15,,,,,,,,,,,,,,,,,
3055,000302-00-0617,C16,C01,C04,C11,C06,C14,C07,,,,,,,,,,,
3056,000302-00-0620,C11,C15,C03,,,,,,,,,,,,,,,
3057,000302-00-0621,C15,C05,C01,C03,C09,,,,,,,,,,,,,
3058,000302-00-0623,C12,C04,C13,C15,C11,C02,C03,C05,,,,,,,,,,
3059,000302-00-0626,C02,C03,C16,C13,C10,,,,,,,,,,,,,
3060,000302-00-0627,C09,C01,C02,C05,C16,C17,C18,C03,C11,C12,C13,,,,,,,
3061,000302-00-0630,C02,C05,C17,C12,C13,C16,,,,,,,,,,,,
3062,000302-00-0632,C15,,,,,,,,,,,,,,,,,
3063,000302-00-0634,C15,,,,,,,,,,,,,,,,,
3064,000302-00-0636,C13,C16,C04,C03,C01,C17,C02,C12,,,,,,,,,,
3065,000302-00-0637,C15,,,,,,,,,,,,,,,,,
3066,000302-00-0639,C09,C12,C02,C13,,,,,,,,,,,,,,
3067,000302-00-0641,C16,C02,C05,C13,C09,,,,,,,,,,,,,
3068,000302-00-0643,C01,C15,C04,C05,C12,,,,,,,,,,,,,
3069,000302-00-0646,C11,C16,C13,,,,,,,,,,,,,,,
3070,000302-00-0647,C04,C05,C02,C01,C16,C12,,,,,,,,,,,,
3071,000302-00-0649,C05,C11,C03,,,,,,,,,,,,,,,
3072,000302-00-0651,C05,C04,C03,C02,C01,C15,C13,C12,C11,C06,,,,,,,,
3073,000302-00-0654,C01,C10,C09,C06,C08,C07,C14,,,,,,,,,,,
3074,000302-00-0655,C15,C11,,,,,,,,,,,,,,,,
3075,000302-00-0657,C15,C03,C04,C01,,,,,,,,,,,,,,
3076,000302-00-0659,C13,C01,C09,C04,C15,C12,C11,C17,C03,C16,,,,,,,,
3077,000302-00-0662,C01,C13,C15,C05,C12,C16,C02,C03,C04,C17,C18,C14,C11,C10,C09,C08,C07,C06
3078,000302-00-0665,C17,C16,C13,C11,C02,,,,,,,,,,,,,
3079,000302-00-0666,C17,C01,C15,C11,C16,C13,,,,,,,,,,,,
3080,000302-00-0668,C17,C01,C16,C15,C11,C13,,,,,,,,,,,,
3081,000302-00-0670,C02,C03,C17,C01,C16,C05,C13,,,,,,,,,,,
3082,000302-00-0673,C17,C03,C13,C12,C02,,,,,,,,,,,,,
3083,000302-00-0674,C04,C16,C01,,,,,,,,,,,,,,,
3084,000302-00-0677,C09,C15,C01,C12,C17,C13,,,,,,,,,,,,
3085,000302-00-0679,C13,C15,C11,,,,,,,,,,,,,,,
3086,000302-00-0680,C12,C15,C18,C05,C11,,,,,,,,,,,,,
3087,000302-00-0682,C11,C01,C16,,,,,,,,,,,,,,,
3088,000302-00-0683,C15,,,,,,,,,,,,,,,,,
3089,000302-00-0685,C13,C12,C18,C15,C05,C17,C03,C09,C04,,,,,,,,,
3090,000302-00-0688,C15,C04,C05,C17,C18,C10,C03,C06,C07,C08,C09,C14,C16,C12,C01,C02,C11,C13
3091,000302-00-0690,C13,C11,C03,C15,C02,C08,C04,,,,,,,,,,,
3092,000302-00-0691,C13,C16,C11,C03,C01,C02,C17,,,,,,,,,,,
3093,000302-00-0693,C16,C13,C04,C11,C05,C01,C03,C15,C10,C09,C08,C07,C06,C14,,,,
3094,000302-00-0696,C15,,,,,,,,,,,,,,,,,
3095,000302-00-0697,C05,C15,,,,,,,,,,,,,,,,
3096,000302-00-0700,C13,C11,C02,C12,C04,C01,C16,,,,,,,,,,,
3097,000302-00-0701,C13,C11,C04,C02,C01,C12,C16,C17,,,,,,,,,,
3098,000302-00-0703,C16,C04,C14,C11,C06,C07,C13,C01,,,,,,,,,,
3099,000302-00-0704,C16,C09,C17,C18,C02,C04,C01,C13,C11,,,,,,,,,
3100,000302-00-0706,C16,C13,C03,,,,,,,,,,,,,,,
3101,000302-00-0708,C13,C12,C16,,,,,,,,,,,,,,,
3102,000302-00-0710,C13,C17,C11,,,,,,,,,,,,,,,
3103,000302-00-0713,C02,C13,C01,,,,,,,,,,,,,,,
3104,000302-00-0715,C01,C12,C11,C02,C03,C13,C15,,,,,,,,,,,
3105,000302-00-0717,C09,C01,C13,C03,,,,,,,,,,,,,,
3106,000302-00-0719,C13,C02,C01,C16,C14,C03,C11,C04,C09,C12,C08,C10,C15,C05,C17,,,
3107,000302-00-0720,C15,C13,C11,C03,C05,C04,C01,C12,C02,,,,,,,,,
3108,000302-00-0724,C15,C04,C07,C13,C02,C06,C01,,,,,,,,,,,
3109,000302-03-02001,C17,C11,C13,C14,C15,C16,C18,,,,,,,,,,,
3110,000303-00-0001,C16,C15,C01,C11,C06,C05,,,,,,,,,,,,
3111,000303-00-0002,C11,,,,,,,,,,,,,,,,,
3112,000303-00-0002,C13,C11,C12,C05,,,,,,,,,,,,,,
3113,000303-00-0003,C01,C09,C12,C03,C02,C18,C16,C15,WI0,,,,,,,,,
3114,000303-00-0004,C14,C15,C11,C16,,,,,,,,,,,,,,
3115,000303-00-0004,WI0,,,,,,,,,,,,,,,,,
3116,000303-00-0005,WI0,,,,,,,,,,,,,,,,,
3117,000303-00-0006,C04,,,,,,,,,,,,,,,,,
3118,000303-00-0006,C12,C15,C01,,,,,,,,,,,,,,,
3119,000303-00-0007,C07,C10,C06,C17,C18,C13,C03,C04,,,,,,,,,,
3120,000303-00-0008,C11,C02,C03,C13,C05,C15,C01,C16,,,,,,,,,,
3121,000303-00-0009,C16,C17,C09,C01,C12,,,,,,,,,,,,,
3122,000303-00-0009,C16,C11,C15,,,,,,,,,,,,,,,
3123,000303-00-0010,C11,C15,C17,,,,,,,,,,,,,,,
3124,000303-00-0011,C16,C15,C03,C13,C02,C01,C04,C12,C11,C05,C07,C08,C09,C10,C18,C17,C14,
3125,000303-00-0012,C13,C01,C11,C05,C04,C02,C03,C12,C15,C16,C17,,,,,,,
3126,000303-00-0012,C13,C01,C18,C11,C04,C05,C15,C09,,,,,,,,,,
3127,000303-00-0013,C03,C13,C12,C11,C02,C01,C17,,,,,,,,,,,
3128,000303-00-0014,C01,C12,C02,C05,C03,C17,,,,,,,,,,,,
3129,000303-00-0014,C15,C11,C05,,,,,,,,,,,,,,,
3130,000303-00-0015,C04,C16,C14,C05,C11,C07,,,,,,,,,,,,
3131,000303-00-0015,C16,,,,,,,,,,,,,,,,,
3132,000303-00-0016,C16,C12,C01,C03,C04,C15,C13,,,,,,,,,,,
3133,000303-00-0017,C15,,,,,,,,,,,,,,,,,
3134,000303-00-0017,C16,,,,,,,,,,,,,,,,,
3135,000303-00-0018,C13,C01,C05,C17,,,,,,,,,,,,,,
3136,000303-00-0018,C16,C17,C09,C08,C01,C05,,,,,,,,,,,,
3137,000303-00-0020,C07,C04,C14,C01,C05,C06,C08,C12,,,,,,,,,,
3138,000303-00-0023,C03,C12,C01,,,,,,,,,,,,,,,
3139,000303-00-0025,C13,C05,C04,C11,,,,,,,,,,,,,,
3140,000303-00-0027,C03,C11,C15,,,,,,,,,,,,,,,
3141,000303-00-0028,C16,C04,C02,C03,C12,C11,C13,,,,,,,,,,,
3142,000303-00-0031,C16,C03,C12,C04,C02,C01,C15,C09,,,,,,,,,,
3143,000303-00-0032,C11,C15,C05,C03,C02,C13,C17,,,,,,,,,,,
3144,000303-00-0036,C16,C01,C04,C14,C06,,,,,,,,,,,,,
3145,000303-00-0038,C11,C13,,,,,,,,,,,,,,,,
3146,000303-00-0039,C02,C01,C11,C13,C05,C03,,,,,,,,,,,,
3147,000303-00-0041,C16,C01,C12,C05,C06,,,,,,,,,,,,,
3148,000303-00-0044,C11,C13,C14,,,,,,,,,,,,,,,
3149,000303-00-0045,C16,C04,C14,C09,C17,C01,C03,,,,,,,,,,,
3150,000303-00-0047,C16,C04,C14,C09,C17,,,,,,,,,,,,,
3151,000303-00-0050,C16,,,,,,,,,,,,,,,,,
3152,000303-00-0052,C16,C14,C04,C01,,,,,,,,,,,,,,
3153,000303-00-0052,0),,,,,,,,,,,,,,,,,
3154,000303-00-0053,C02,C03,C13,C15,C16,C11,C17,C01,C05,C07,C09,C12,,,,,,
3155,000303-00-0053,0),,,,,,,,,,,,,,,,,
3156,000303-00-0054,0),,,,,,,,,,,,,,,,,
3157,000303-00-0056,C03,C01,C02,C05,C09,C16,C11,,,,,,,,,,,
3158,000303-00-0060,C16,C01,C11,C04,C15,C17,,,,,,,,,,,,
3159,000303-00-0061,C05,,,,,,,,,,,,,,,,,
3160,000303-00-0063,C05,C16,,,,,,,,,,,,,,,,
3161,000303-00-0065,C13,C11,C17,C03,C01,C09,C05,C15,C18,,,,,,,,,
3162,000303-00-0066,C16,C14,C09,C04,,,,,,,,,,,,,,
3163,000303-00-0069,C03,C16,,,,,,,,,,,,,,,,
3164,000303-00-0070,C01,C04,C17,C12,C09,C16,C05,C03,C02,C11,C13,,,,,,,
3165,000303-00-0072,C16,C01,,,,,,,,,,,,,,,,
3166,000303-00-0074,C03,,,,,,,,,,,,,,,,,
3167,000303-00-0076,C09,C02,C16,,,,,,,,,,,,,,,
3168,000303-00-0078,C16,C12,C02,,,,,,,,,,,,,,,
3169,000303-00-0080,C16,C12,C04,,,,,,,,,,,,,,,
3170,000303-00-0082,C13,C11,C01,,,,,,,,,,,,,,,
3171,000303-00-0083,C16,C01,C12,C15,C11,C13,,,,,,,,,,,,
3172,000303-00-0085,C16,C01,,,,,,,,,,,,,,,,
3173,000303-00-0088,C17,C11,C13,C02,C16,C12,C15,C10,,,,,,,,,,
3174,000303-00-0090,C02,C16,,,,,,,,,,,,,,,,
3175,000303-00-0091,C05,C04,C16,,,,,,,,,,,,,,,
3176,000303-00-0093,C16,C04,C03,C01,C13,C02,C11,C17,C18,,,,,,,,,
3177,000303-00-0095,C01,C13,C04,,,,,,,,,,,,,,,
3178,000303-00-0097,C16,C01,C13,C04,,,,,,,,,,,,,,
3179,000303-00-0100,C16,C13,C02,C17,,,,,,,,,,,,,,
3180,000303-00-0102,C16,C14,C01,C15,C18,C07,,,,,,,,,,,,
3181,000303-00-0103,C05,C12,C16,C01,C11,C17,C03,C02,C04,C09,C07,,,,,,,
3182,000303-00-0105,C13,C11,C17,,,,,,,,,,,,,,,
3183,000303-00-0107,C16,C04,C14,C12,C11,C01,C09,C13,C15,C07,C06,,,,,,,
3184,000303-00-0110,C13,C11,C03,C12,,,,,,,,,,,,,,
3185,000303-00-0112,C02,C16,C17,C13,,,,,,,,,,,,,,
3186,000303-00-0113,C01,C16,C04,C05,C12,C15,,,,,,,,,,,,
3187,000303-00-0115,C17,,,,,,,,,,,,,,,,,
3188,000303-00-0117,C17,C16,,,,,,,,,,,,,,,,
3189,000303-00-0120,C17,C02,C12,C13,C03,,,,,,,,,,,,,
3190,000303-00-0121,C03,C12,C04,C01,C11,C13,C02,C05,C09,C17,,,,,,,,
3191,000303-00-0124,C16,C02,C01,C11,C03,,,,,,,,,,,,,
3192,000303-00-0125,C13,C11,C03,C01,C16,C02,C10,C09,C12,C15,C17,C05,C08,C07,C14,C18,C04,C06
3193,000303-00-0128,C01,C16,C12,C14,C13,C02,C15,C11,,,,,,,,,,
3194,000303-00-0129,C11,C13,C15,,,,,,,,,,,,,,,
3195,000303-00-0132,C13,C15,C16,C11,C05,C02,C03,,,,,,,,,,,
3196,000303-00-0134,C01,C17,C13,,,,,,,,,,,,,,,
3197,000303-00-0135,C02,C03,C13,C04,C16,,,,,,,,,,,,,
3198,000303-00-0138,C02,C03,C13,C16,C04,C17,,,,,,,,,,,,
3199,000303-00-0140,C11,,,,,,,,,,,,,,,,,
3200,000303-00-0141,C05,C02,C10,C12,C11,C13,C15,C14,C06,C16,C07,C08,C17,C18,C01,,,
3201,000303-00-0143,C17,C02,C12,C01,C06,C16,C13,C05,,,,,,,,,,
3202,000303-00-0145,C16,C01,C03,C02,C17,C04,,,,,,,,,,,,
3203,000303-00-0147,C11,C13,C06,,,,,,,,,,,,,,,
3204,000303-00-0149,C16,C12,C04,C03,,,,,,,,,,,,,,
3205,000303-00-0151,C16,C12,C04,C03,,,,,,,,,,,,,,
3206,000303-00-0153,C03,C01,C02,C13,C11,,,,,,,,,,,,,
3207,000303-00-0155,C16,C14,C04,C01,C12,,,,,,,,,,,,,
3208,000303-00-0158,C12,C15,C02,C13,C11,C05,C16,,,,,,,,,,,
3209,000303-00-0160,C14,C13,C16,C12,C04,C03,C17,C02,C11,,,,,,,,,
3210,000303-00-0161,C16,C01,C04,C11,C06,C14,C07,C13,,,,,,,,,,
3211,000303-00-0163,C18,C16,C01,C12,C09,C17,C06,C07,C08,,,,,,,,,
3212,000303-00-0165,C17,C11,C13,C16,,,,,,,,,,,,,,
3213,000303-00-0168,C01,C16,C04,C14,C17,C02,C12,,,,,,,,,,,
3214,000303-00-0169,C13,C11,C10,C02,,,,,,,,,,,,,,
3215,000303-00-0171,C02,C17,C01,C03,C04,C05,C18,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16
3216,000303-00-0173,C17,C13,C11,C04,C18,C12,,,,,,,,,,,,
3217,000303-00-0175,C11,,,,,,,,,,,,,,,,,
3218,000303-00-0177,C16,C12,C14,C06,C01,C04,C02,C13,C11,C03,,,,,,,,
3219,000303-00-0179,C16,C12,C14,C06,C01,C04,C02,C13,C11,C03,C15,,,,,,,
3220,000303-00-0181,C07,C08,C14,C06,C17,C18,,,,,,,,,,,,
3221,000303-00-0184,C03,C12,C11,C13,,,,,,,,,,,,,,
3222,000303-00-0185,C14,C13,C03,C04,C12,C16,C18,C02,,,,,,,,,,
3223,000303-00-0188,C16,C17,C15,,,,,,,,,,,,,,,
3224,000303-00-0189,C17,C11,C13,C15,,,,,,,,,,,,,,
3225,000303-00-0192,C13,C17,C02,,,,,,,,,,,,,,,
3226,000303-00-0193,C13,C17,C11,,,,,,,,,,,,,,,
3227,000303-00-0195,C03,C02,C12,C13,C15,C16,C04,C09,C01,,,,,,,,,
3228,000303-00-0197,C13,C11,C17,,,,,,,,,,,,,,,
3229,000303-00-0199,C11,,,,,,,,,,,,,,,,,
3230,000303-00-0202,C17,C16,C13,C03,C12,C11,C02,C01,C15,,,,,,,,,
3231,000303-00-0204,C11,C13,C17,C03,C15,,,,,,,,,,,,,
3232,000303-00-0206,C13,C03,C16,C11,C02,C15,,,,,,,,,,,,
3233,000303-00-0207,C17,,,,,,,,,,,,,,,,,
3234,000303-00-0209,C18,,,,,,,,,,,,,,,,,
3235,000303-00-0212,C17,C13,,,,,,,,,,,,,,,,
3236,000303-00-0214,C17,C13,,,,,,,,,,,,,,,,
3237,000303-00-0216,C13,C15,C01,,,,,,,,,,,,,,,
3238,000303-00-0217,C01,C16,C13,C02,C03,C12,C18,,,,,,,,,,,
3239,000303-00-0219,C15,C05,C12,C06,C16,C17,,,,,,,,,,,,
3240,000303-00-0220,C13,C17,C12,,,,,,,,,,,,,,,
3241,000303-00-0223,C13,C17,C12,C02,C05,C09,,,,,,,,,,,,
3242,000303-00-0226,C16,C01,C11,C13,C05,C02,,,,,,,,,,,,
3243,000303-00-0228,C16,C01,C02,C13,C11,C05,C15,,,,,,,,,,,
3244,000303-00-0229,C13,C17,C11,C01,,,,,,,,,,,,,,
3245,000303-00-0230,C11,C04,C03,C02,C01,C13,,,,,,,,,,,,
3246,000303-00-0233,C09,C04,C16,,,,,,,,,,,,,,,
3247,000303-00-0234,C17,C13,C04,C11,C06,C01,,,,,,,,,,,,
3248,000303-00-0236,C17,C13,C11,C04,C06,C01,,,,,,,,,,,,
3249,000303-00-0238,C03,,,,,,,,,,,,,,,,,
3250,000303-00-0241,C13,,,,,,,,,,,,,,,,,
3251,000303-00-0243,C16,C11,C13,C06,C01,C02,C15,C10,C08,C09,C07,C05,C04,C12,C03,C18,C14,C17
3252,000303-00-0245,C11,C17,C13,C01,,,,,,,,,,,,,,
3253,000303-00-0247,C18,C14,C02,C07,C08,C10,C09,C16,C03,,,,,,,,,
3254,000303-00-0249,C17,C13,C11,,,,,,,,,,,,,,,
3255,000303-00-0251,C12,C01,C16,C13,C17,C14,,,,,,,,,,,,
3256,000303-00-0252,C15,,,,,,,,,,,,,,,,,
3257,000303-00-0255,C01,C13,C02,C03,C05,,,,,,,,,,,,,
3258,000303-00-0256,C01,C14,C02,C06,C16,C07,,,,,,,,,,,,
3259,000303-00-0259,C11,,,,,,,,,,,,,,,,,
3260,000303-00-0260,C13,C17,,,,,,,,,,,,,,,,
3261,000303-00-0262,C13,C11,C17,C15,,,,,,,,,,,,,,
3262,000303-00-0264,C17,,,,,,,,,,,,,,,,,
3263,000303-00-0265,C16,,,,,,,,,,,,,,,,,
3264,000303-00-0269,C11,C13,C03,C01,,,,,,,,,,,,,,
3265,000303-00-0271,C11,,,,,,,,,,,,,,,,,
3266,000303-00-0272,C13,C12,C16,C11,C05,C03,C02,C15,C09,,,,,,,,,
3267,000303-00-0274,C01,C17,C09,C11,C12,C13,C15,,,,,,,,,,,
3268,000303-00-0277,C05,C13,C15,C16,C01,C02,C03,C04,C12,C10,,,,,,,,
3269,000303-00-0278,C01,C02,C13,,,,,,,,,,,,,,,
3270,000303-00-0281,C16,C01,C14,C02,C12,C04,,,,,,,,,,,,
3271,000303-00-0282,C12,C17,C03,,,,,,,,,,,,,,,
3272,000303-00-0284,C11,C13,C12,C03,,,,,,,,,,,,,,
3273,000303-00-0286,C15,C13,,,,,,,,,,,,,,,,
3274,000303-00-0287,C17,,,,,,,,,,,,,,,,,
3275,000303-00-0290,C16,C13,C03,C01,C02,C12,C11,C15,C04,C05,C06,C18,C17,C10,C09,C08,C07,C14
3276,000303-00-0292,C17,,,,,,,,,,,,,,,,,
3277,000303-00-0293,C17,C13,C11,C05,,,,,,,,,,,,,,
3278,000303-00-0295,C15,C11,,,,,,,,,,,,,,,,
3279,000303-00-0298,C10,C02,C01,C04,C12,C03,C05,C08,C11,C14,C15,C16,C17,C06,,,,
3280,000303-00-0299,C17,C03,,,,,,,,,,,,,,,,
3281,000303-00-0301,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C18,C17,C16
3282,000303-00-0304,C11,C03,C17,,,,,,,,,,,,,,,
3283,000303-00-0305,C16,C03,C02,,,,,,,,,,,,,,,
3284,000303-00-0308,C16,C15,C13,C11,C12,C03,C02,,,,,,,,,,,
3285,000303-00-0309,C07,C04,C16,C15,C06,,,,,,,,,,,,,
3286,000303-00-0311,C02,C03,C01,C04,C05,C15,C13,C12,C11,C14,C16,C17,C18,C06,C07,C08,C09,C10
3287,000303-00-0312,C02,C16,C01,C12,C05,C04,C09,,,,,,,,,,,
3288,000303-00-0315,C13,C03,C17,C12,,,,,,,,,,,,,,
3289,000303-00-0318,C01,C12,C13,C02,C15,C16,C17,C18,C11,C10,C09,C08,C07,C06,C05,C04,C03,C14
3290,000303-00-0320,C11,C10,C13,C17,,,,,,,,,,,,,,
3291,000303-00-0322,C11,C17,C13,C03,,,,,,,,,,,,,,
3292,000303-00-0324,C09,C01,C05,C03,C12,C11,C02,C16,C10,,,,,,,,,
3293,000303-00-0326,C09,C07,C08,C16,,,,,,,,,,,,,,
3294,000303-00-0327,C17,C13,C11,C01,C03,C05,C12,C04,,,,,,,,,,
3295,000303-00-0329,C02,C12,C01,C07,C06,C16,C09,C18,C13,C14,,,,,,,,
3296,000303-00-0331,C13,C01,C16,C17,C02,,,,,,,,,,,,,
3297,000303-00-0333,C09,C10,,,,,,,,,,,,,,,,
3298,000303-00-0335,C15,C01,C13,,,,,,,,,,,,,,,
3299,000303-00-0337,C15,C11,,,,,,,,,,,,,,,,
3300,000303-00-0339,C11,,,,,,,,,,,,,,,,,
3301,000303-00-0340,C13,C12,C02,,,,,,,,,,,,,,,
3302,000303-00-0342,C17,C11,C18,,,,,,,,,,,,,,,
3303,000303-00-0344,C13,C11,C02,C17,C15,,,,,,,,,,,,,
3304,000303-00-0346,C16,C05,C12,C11,,,,,,,,,,,,,,
3305,000303-00-0348,C01,C03,C16,,,,,,,,,,,,,,,
3306,000303-00-0350,C05,C13,C16,C03,C02,C01,C17,C11,C04,,,,,,,,,
3307,000303-00-0353,C17,C11,C02,,,,,,,,,,,,,,,
3308,000303-00-0354,C17,C11,C15,,,,,,,,,,,,,,,
3309,000303-00-0356,C13,C09,C16,,,,,,,,,,,,,,,
3310,000303-00-0358,C11,,,,,,,,,,,,,,,,,
3311,000303-00-0359,C13,C11,C17,,,,,,,,,,,,,,,
3312,000303-00-0361,C18,C11,C01,C02,,,,,,,,,,,,,,
3313,000303-00-0363,C16,C02,C01,,,,,,,,,,,,,,,
3314,000303-00-0365,C11,,,,,,,,,,,,,,,,,
3315,000303-00-0367,C11,C02,C13,,,,,,,,,,,,,,,
3316,000303-00-0368,C01,C11,C05,C16,C13,,,,,,,,,,,,,
3317,000303-00-0370,C15,C13,C11,,,,,,,,,,,,,,,
3318,000303-00-0372,C06,,,,,,,,,,,,,,,,,
3319,000303-00-0375,C16,C01,C11,C04,C15,C14,C02,,,,,,,,,,,
3320,000303-00-0377,C03,C11,C01,C09,,,,,,,,,,,,,,
3321,000303-00-0378,C03,C01,C11,C09,,,,,,,,,,,,,,
3322,000303-00-0381,C05,C17,C12,C11,C03,,,,,,,,,,,,,
3323,000303-00-0382,C02,C01,C17,C13,C04,,,,,,,,,,,,,
3324,000303-00-0384,C15,C13,C14,C16,C09,C01,,,,,,,,,,,,
3325,000303-00-0387,C15,C13,C14,C09,C16,C01,,,,,,,,,,,,
3326,000303-00-0389,C13,C09,C02,C11,,,,,,,,,,,,,,
3327,000303-00-0390,C11,C17,,,,,,,,,,,,,,,,
3328,000303-00-0393,C02,,,,,,,,,,,,,,,,,
3329,000303-00-0395,C11,C17,,,,,,,,,,,,,,,,
3330,000303-00-0397,C01,C16,,,,,,,,,,,,,,,,
3331,000303-00-0398,C11,C01,C13,C15,C17,C16,C07,C05,C09,C02,C10,C08,C12,C06,C18,C14,,
3332,000303-00-0400,C16,C03,C17,C01,C02,C13,C12,,,,,,,,,,,
3333,000303-00-0402,C01,C17,C09,C11,C15,C04,C08,C10,,,,,,,,,,
3334,000303-00-0403,C16,C18,C13,C01,C03,,,,,,,,,,,,,
3335,000303-00-0405,C16,C17,C03,C13,C02,C11,C01,C14,,,,,,,,,,
3336,000303-00-0407,C01,C02,C03,C04,C05,C15,C13,,,,,,,,,,,
3337,000303-00-0411,C13,C11,C12,C15,C04,C05,C03,C02,C01,C18,C10,C09,C08,C07,C14,C06,C16,C17
3338,000303-00-0413,C16,C01,C03,C02,C13,C12,C11,C15,C05,C06,C17,C10,C09,C08,C04,C07,C18,C14
3339,000303-00-0414,C04,C12,C05,C02,C16,C01,C03,C11,C13,C15,,,,,,,,
3340,000303-00-0417,C11,C13,C12,C15,,,,,,,,,,,,,,
3341,000303-00-0418,C12,C16,C01,,,,,,,,,,,,,,,
3342,000303-00-0421,C03,C13,C16,,,,,,,,,,,,,,,
3343,000303-00-0422,C11,C17,C03,,,,,,,,,,,,,,,
3344,000303-00-0424,C16,C17,C13,C15,C01,C02,C03,C12,C04,C06,C05,C07,C11,C10,C09,C08,,
3345,000303-00-0426,C09,C02,C11,C17,C05,,,,,,,,,,,,,
3346,000303-00-0428,C13,C01,C12,C15,C11,C05,,,,,,,,,,,,
3347,000303-00-0430,C16,,,,,,,,,,,,,,,,,
3348,000303-00-0432,C16,,,,,,,,,,,,,,,,,
3349,000303-00-0435,C03,C02,C13,C16,C04,C12,,,,,,,,,,,,
3350,000303-00-0436,C01,C03,C15,C13,C12,C05,C04,C11,,,,,,,,,,
3351,000303-00-0439,C11,C17,,,,,,,,,,,,,,,,
3352,000303-00-0441,C13,C17,C01,C03,C16,C02,C11,C04,C12,C06,,,,,,,,
3353,000303-00-0442,C16,C05,,,,,,,,,,,,,,,,
3354,000303-00-0444,C17,,,,,,,,,,,,,,,,,
3355,000303-00-0446,C11,C16,C01,,,,,,,,,,,,,,,
3356,000303-00-0448,C17,C11,,,,,,,,,,,,,,,,
3357,000303-00-0450,C18,C16,C12,C13,C07,C01,C17,C11,C06,,,,,,,,,
3358,000303-00-0453,C01,C05,C11,,,,,,,,,,,,,,,
3359,000303-00-0454,C13,C17,,,,,,,,,,,,,,,,
3360,000303-00-0456,C16,C09,C04,C03,C02,C01,C11,C13,C12,C14,C15,C17,C18,C05,C06,C07,C08,C10
3361,000303-00-0458,C18,C16,C08,C02,C01,C14,C15,C12,C05,,,,,,,,,
3362,000303-00-0460,C12,C13,C10,C15,C01,C03,C06,C07,C08,C17,C18,C09,C11,C14,C16,C02,C04,C05
