,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,24th Choice,25th Choice
1193,"001002-00-0814,10015,001,1)",C02,C17,C04,C09,C03,C23,C08,C18,,,,,,,,,,,,,,,,,
1194,"001002-00-0815,10009,001,1)",C02,C09,C04,C19,C11,C14,C23,C24,C21,C10,,,,,,,,,,,,,,,
1195,"001002-00-0817,10010,001,1)",C05,C17,C21,C02,C18,,,,,,,,,,,,,,,,,,,,
1196,"001002-00-0820,10006,001,1)",C19,C10,C01,,,,,,,,,,,,,,,,,,,,,,
1197,"001002-00-0821,10017,001,1)",C05,C03,C02,C10,C08,C01,C22,C14,C12,,,,,,,,,,,,,,,,
1198,"001002-00-0822,10012,001,1)",C17,C01,C02,C03,,,,,,,,,,,,,,,,,,,,,
1199,"001002-00-0824,10016,001,1)",C17,C10,C03,C01,C23,C08,C19,,,,,,,,,,,,,,,,,,
1200,"001002-00-0827,10013,001,1)",C01,C10,C17,,,,,,,,,,,,,,,,,,,,,,
1201,"001002-00-0829,10014,001,1)",C07,,,,,,,,,,,,,,,,,,,,,,,,
1202,"001002-00-0830,10021,001,1)",C03,C05,C15,C10,C12,C11,C17,C02,,,,,,,,,,,,,,,,,
1203,"001002-00-0833,10017,001,1)",C10,C18,C23,C21,C03,C04,C01,,,,,,,,,,,,,,,,,,
1204,"001002-00-0834,10016,001,1)",C17,C03,C16,C08,C02,C07,C21,C19,,,,,,,,,,,,,,,,,
1205,"001002-00-0836,10023,001,1)",C02,C03,C09,C15,C18,,,,,,,,,,,,,,,,,,,,
1206,"001002-00-0839,10020,001,1)",C02,C05,C17,C10,C04,C08,C23,C09,C21,C18,C19,C01,C03,C13,C25,C14,C12,C16,C15,C11,C07,C22,C24,C06,C20
1207,"001002-00-0840,10000,001,1)",C14,C16,,,,,,,,,,,,,,,,,,,,,,,
1208,"001002-00-0842,10024,001,1)",C14,C16,C05,,,,,,,,,,,,,,,,,,,,,,
1209,"001002-00-0844,10015,001,1)",C16,C03,C21,C02,C05,C08,C10,C19,C17,C25,C09,C18,C15,,,,,,,,,,,,
1210,"001002-00-0847,10001,001,1)",C23,C02,C10,C17,C21,C18,,,,,,,,,,,,,,,,,,,
1211,"001002-00-0848,10018,001,1)",C03,C20,C02,C18,C17,C21,C05,,,,,,,,,,,,,,,,,,
1212,"001002-00-0850,10020,001,1)",C01,C03,C09,C19,C25,C10,C16,C04,C23,,,,,,,,,,,,,,,,
1213,"001002-00-0852,10019,001,1)",C25,C01,C03,C09,,,,,,,,,,,,,,,,,,,,,
1214,"001002-00-0855,10002,001,1)",C05,C21,C02,C09,C03,C10,C11,C17,C20,C24,,,,,,,,,,,,,,,
1215,"001002-00-0857,10022,001,1)",C19,C09,C04,C02,,,,,,,,,,,,,,,,,,,,,
1216,"001002-00-0858,10021,001,1)",C05,C20,C10,C02,C08,,,,,,,,,,,,,,,,,,,,
1217,"001002-00-0861,10003,001,1)",C09,C10,,,,,,,,,,,,,,,,,,,,,,,
1218,"001002-00-0862,10022,001,1)",C22,C23,C04,C09,C02,,,,,,,,,,,,,,,,,,,,
1219,"001002-00-0864,10004,001,1)",C05,C10,C17,C02,C08,C03,,,,,,,,,,,,,,,,,,,
1220,"001002-00-0866,10005,001,1)",C21,C17,C03,C18,,,,,,,,,,,,,,,,,,,,,
1221,"001002-00-0868,10006,001,1)",C02,C09,C04,C03,C17,C23,C21,C18,C08,,,,,,,,,,,,,,,,
1222,"001002-00-0871,10024,001,1)",C12,C09,C10,C16,C03,C05,C18,C21,,,,,,,,,,,,,,,,,
1223,"001002-00-0872,10000,001,1)",C03,C05,C17,C21,C02,C09,C11,C18,C01,,,,,,,,,,,,,,,,
1224,"001002-00-0874,10001,001,1)",C02,C10,C09,C18,C17,C08,C03,C21,C23,,,,,,,,,,,,,,,,
1225,"001002-00-0875,10002,001,1)",C01,C10,C09,C03,C17,C21,C23,C18,C19,,,,,,,,,,,,,,,,
1226,"001002-00-0877,10007,001,1)",C02,C04,C09,C19,C01,C03,C05,C10,C17,,,,,,,,,,,,,,,,
1227,"001002-00-0880,10003,001,1)",C03,C10,C18,,,,,,,,,,,,,,,,,,,,,,
1228,"001002-00-0882,10004,001,1)",C18,C10,C16,,,,,,,,,,,,,,,,,,,,,,
1229,"001002-00-0884,10005,001,1)",C23,C03,C10,,,,,,,,,,,,,,,,,,,,,,
1230,"001002-00-0886,10006,001,1)",C10,C05,C23,C02,C14,C17,C03,,,,,,,,,,,,,,,,,,
1231,"001002-00-0888,10008,001,1)",C05,C03,C22,C08,C17,C19,,,,,,,,,,,,,,,,,,,
1232,"001002-00-0890,10008,001,1)",C05,C21,C17,C03,,,,,,,,,,,,,,,,,,,,,
1233,"001002-00-0893,10007,001,1)",C04,C23,C21,C01,C14,C02,C09,C06,C10,,,,,,,,,,,,,,,,
1234,"001002-00-0895,10009,001,1)",C03,C19,,,,,,,,,,,,,,,,,,,,,,,
1235,"001002-00-0896,10011,001,1)",C03,C21,C10,C08,C18,C16,,,,,,,,,,,,,,,,,,,
1236,"001002-00-0898,10010,001,1)",C21,C03,C10,C09,C18,,,,,,,,,,,,,,,,,,,,
1237,"001002-00-0901,10009,001,1)",C09,C23,C11,,,,,,,,,,,,,,,,,,,,,,
1238,"001002-00-0902,10014,001,1)",C10,C23,C08,,,,,,,,,,,,,,,,,,,,,,
1239,"001002-00-0904,10012,001,1)",C23,C03,C05,C17,C09,C10,C04,C20,,,,,,,,,,,,,,,,,
1240,"001002-00-0906,10016,001,1)",C17,C10,C18,C01,C05,,,,,,,,,,,,,,,,,,,,
1241,"001002-00-0909,10015,001,1)",C02,C10,C19,C21,C09,C03,C16,C17,C01,C12,,,,,,,,,,,,,,,
1242,"001002-00-0910,10013,001,1)",C03,C16,C20,C01,C05,C08,C22,C23,C02,C19,C21,,,,,,,,,,,,,,
1243,"001002-00-0912,10017,001,1)",C19,C18,C05,C15,C12,C06,C01,C24,C22,,,,,,,,,,,,,,,,
1244,"001002-00-0915,10011,001,1)",C17,C10,C23,C21,C08,,,,,,,,,,,,,,,,,,,,
1245,"001002-00-0917,10010,001,1)",C16,C23,C03,C05,C06,C10,C17,,,,,,,,,,,,,,,,,,
1246,"001002-00-0919,10012,001,1)",C05,C23,C02,C04,,,,,,,,,,,,,,,,,,,,,
1247,"001002-00-0920,10013,001,1)",C17,C23,C21,C03,C08,,,,,,,,,,,,,,,,,,,,
1248,"001002-00-0922,10018,001,1)",C19,C14,C02,C03,C05,C04,C10,C23,C12,C16,C17,C18,,,,,,,,,,,,,
1249,"001002-00-0924,10015,001,1)",C02,C10,,,,,,,,,,,,,,,,,,,,,,,
1250,"001002-00-0926,10022,001,1)",C19,C14,C02,C05,C10,C03,C01,C04,C17,C22,,,,,,,,,,,,,,,
1251,"001002-00-0930,10024,001,1)",C02,C23,C10,,,,,,,,,,,,,,,,,,,,,,
1252,"001002-00-0932,10014,001,1)",C04,C10,C03,C18,C05,C21,C08,C09,C02,,,,,,,,,,,,,,,,
1253,"001002-00-0934,10021,001,1)",C02,C21,C10,C16,C18,C17,C19,,,,,,,,,,,,,,,,,,
1254,"001002-00-0935,10000,001,1)",C04,C09,C19,C17,C18,C08,C01,C20,,,,,,,,,,,,,,,,,
1255,"001002-00-0936,10001,001,1)",C04,C19,C08,C20,C09,C18,C17,C10,C01,,,,,,,,,,,,,,,,
1256,"001002-00-0938,10003,001,1)",C02,C19,,,,,,,,,,,,,,,,,,,,,,,
1257,"001002-00-0942,10002,001,1)",C10,C19,C03,C08,C05,C17,,,,,,,,,,,,,,,,,,,
1258,"001002-00-0943,10005,001,1)",C04,C03,C05,C10,C02,C18,,,,,,,,,,,,,,,,,,,
1259,"001002-00-0944,10008,001,1)",C05,C10,C17,C04,C08,C18,C16,C23,C19,,,,,,,,,,,,,,,,
1260,"001002-00-0947,10016,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
1261,"001002-00-0949,10017,001,1)",C01,C20,C08,,,,,,,,,,,,,,,,,,,,,,
1262,"001002-00-0952,10009,001,1)",C10,C19,C21,C23,C05,C04,,,,,,,,,,,,,,,,,,,
1263,"001002-00-0954,10019,001,1)",C16,C20,C08,,,,,,,,,,,,,,,,,,,,,,
1264,"001002-00-0955,10018,001,1)",C04,C10,C03,C18,C05,C21,C08,C09,C02,,,,,,,,,,,,,,,,
1265,"001002-00-0957,10021,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
1266,"001002-00-0960,10010,001,1)",C17,C03,C18,C09,C04,C02,,,,,,,,,,,,,,,,,,,
1267,"001002-00-0961,10023,001,1)",C02,C17,C05,C19,C21,C08,,,,,,,,,,,,,,,,,,,
1268,"001002-00-0962,10020,001,1)",C10,C23,C16,C17,C08,C22,C01,C03,C18,C05,C21,C19,,,,,,,,,,,,,
1269,"001002-00-0965,10024,001,1)",C02,C03,C17,C10,C04,,,,,,,,,,,,,,,,,,,,
1270,"001002-00-0967,10016,001,1)",C03,C10,C19,C17,C05,C02,,,,,,,,,,,,,,,,,,,
1271,"001002-00-0969,10000,001,1)",C09,C23,C04,,,,,,,,,,,,,,,,,,,,,,
1272,"001002-00-0971,10017,001,1)",C18,C03,C10,C04,C16,C20,,,,,,,,,,,,,,,,,,,
1273,"001002-00-0972,10001,001,1)",C03,C02,C17,C21,C05,,,,,,,,,,,,,,,,,,,,
1274,"001002-00-0974,10003,001,1)",C05,C08,C03,,,,,,,,,,,,,,,,,,,,,,
1275,"001002-00-0976,10002,001,1)",C08,C03,C04,C05,C21,C01,C22,C07,C18,C02,,,,,,,,,,,,,,,
1276,"001002-00-0979,10018,001,1)",C05,C01,C17,,,,,,,,,,,,,,,,,,,,,,
1277,"001002-00-0981,10004,001,1)",C10,C03,C16,C19,,,,,,,,,,,,,,,,,,,,,
1278,"001002-00-0983,10022,001,1)",C03,C05,C10,C08,C20,C19,,,,,,,,,,,,,,,,,,,
1279,"001002-00-0985,10023,001,1)",C10,C03,C08,C17,,,,,,,,,,,,,,,,,,,,,
1280,"001002-00-0986,10005,001,1)",C10,C16,C23,C24,C02,,,,,,,,,,,,,,,,,,,,
1281,"001002-00-0988,10021,001,1)",C05,C03,C16,C08,C23,C10,C17,C18,C20,C21,C04,,,,,,,,,,,,,,
1282,"001002-00-0990,10024,001,1)",C03,C21,C10,C02,C04,,,,,,,,,,,,,,,,,,,,
1283,"001002-00-0991,10006,001,1)",C17,C10,C05,C08,C01,,,,,,,,,,,,,,,,,,,,
1284,"001002-00-0994,10007,001,1)",C17,C21,C02,,,,,,,,,,,,,,,,,,,,,,
1285,"001002-00-0997,10019,001,1)",C05,C17,C08,C18,,,,,,,,,,,,,,,,,,,,,
1286,"001002-00-0998,10020,001,1)",C17,C05,C10,C16,C20,,,,,,,,,,,,,,,,,,,,
1287,"001002-00-1001,10000,001,1)",C03,C01,C09,,,,,,,,,,,,,,,,,,,,,,
1288,"001002-00-1003,10002,001,1)",C17,C03,C01,C20,C16,C08,C10,C18,C21,,,,,,,,,,,,,,,,
1289,"001002-00-1004,10010,001,1)",C17,C03,C10,,,,,,,,,,,,,,,,,,,,,,
1290,"001002-00-1007,10011,001,1)",C04,C03,C23,C21,C18,C16,C17,C08,C10,,,,,,,,,,,,,,,,
1291,"001002-00-1009,10001,001,1)",C04,C19,C17,C03,C08,C16,C21,C18,C05,C23,C09,C20,,,,,,,,,,,,,
1292,"001002-00-1010,10009,001,1)",C18,C16,C01,C20,C03,C09,C08,C21,,,,,,,,,,,,,,,,,
1293,"001002-00-1012,10004,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
1294,"001002-00-1014,10012,001,1)",C23,C18,C16,C03,C10,,,,,,,,,,,,,,,,,,,,
1295,"001002-00-1017,10005,001,1)",C05,C02,C25,C20,,,,,,,,,,,,,,,,,,,,,
1296,"001002-00-1019,10006,001,1)",C03,C22,C21,C17,,,,,,,,,,,,,,,,,,,,,
1297,"001002-00-1021,10011,001,1)",C03,C04,C16,C20,C21,C23,C25,C01,C05,C08,C09,C06,C10,C11,C12,C13,C14,C15,C17,C18,C19,C02,,,
1298,"001002-00-1022,10007,001,1)",C10,C03,C18,C16,C17,C08,C05,,,,,,,,,,,,,,,,,,
1299,"001002-00-1024,10014,001,1)",C25,C24,C14,C02,C17,C19,C18,C23,C21,C01,C13,,,,,,,,,,,,,,
1300,"001002-00-1027,10007,001,1)",C23,C19,C05,C03,C14,C01,,,,,,,,,,,,,,,,,,,
1301,"001002-00-1028,10008,001,1)",C04,,,,,,,,,,,,,,,,,,,,,,,,
1302,"001002-00-1029,10009,001,1)",C21,C04,C05,,,,,,,,,,,,,,,,,,,,,,
1303,"001002-00-1032,10009,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
1304,"001002-00-1033,10006,001,1)",C02,C09,C04,C23,C19,C05,C21,,,,,,,,,,,,,,,,,,
1305,"001002-00-1037,10008,001,1)",C23,C14,C04,C21,C03,C08,,,,,,,,,,,,,,,,,,,
1306,"001002-00-1038,10010,001,1)",C03,C21,C02,,,,,,,,,,,,,,,,,,,,,,
1307,"001002-00-1040,10021,001,1)",C03,C05,C08,C18,C20,C21,C23,C24,C02,C04,C07,C10,C15,C11,C01,C06,,,,,,,,,
1308,"001002-00-1043,10012,001,1)",C23,C21,C05,,,,,,,,,,,,,,,,,,,,,,
1309,"001002-00-1044,10010,001,1)",C08,C17,C03,C16,C19,C18,,,,,,,,,,,,,,,,,,,
1310,"001002-00-1047,10011,001,1)",C03,C19,C21,C04,C14,C23,C09,C12,C10,C17,C01,C24,C25,C05,C02,C18,C15,C08,C16,C22,C06,C07,C13,C20,C11
1311,"001002-00-1048,10014,001,1)",C03,C05,C21,C02,C10,C01,C17,C18,,,,,,,,,,,,,,,,,
1312,"001002-00-1050,10015,001,1)",C10,C06,C16,C20,C18,C03,C23,,,,,,,,,,,,,,,,,,
1313,"001002-00-1051,10012,001,1)",C23,C16,C15,C20,,,,,,,,,,,,,,,,,,,,,
1314,"001002-00-1053,10011,001,1)",C17,C20,C10,C23,C05,C18,,,,,,,,,,,,,,,,,,,
1315,"001002-00-1055,10000,001,1)",C03,C20,C08,C01,C09,,,,,,,,,,,,,,,,,,,,
1316,"001002-00-1057,10015,001,1)",C05,C09,C02,C21,C10,C22,C23,C01,C15,C12,,,,,,,,,,,,,,,
1317,"001002-00-1059,10001,001,1)",C18,C05,C10,C15,C21,C23,C01,C04,,,,,,,,,,,,,,,,,
1318,"001002-00-1061,10016,001,1)",C17,C19,C09,,,,,,,,,,,,,,,,,,,,,,
1319,"001002-00-1063,10002,001,1)",C02,C19,C21,C10,C17,C03,,,,,,,,,,,,,,,,,,,
1320,"001002-00-1066,10018,001,1)",C03,C10,C19,C17,C18,C23,,,,,,,,,,,,,,,,,,,
1321,"001002-00-1067,10003,001,1)",C18,C02,C10,C06,,,,,,,,,,,,,,,,,,,,,
1322,"001002-00-1068,10017,001,1)",C17,C21,C03,C05,C18,C19,,,,,,,,,,,,,,,,,,,
1323,"001002-00-1070,10004,001,1)",C03,,,,,,,,,,,,,,,,,,,,,,,,
1324,"001002-00-1071,10005,001,1)",C03,C05,,,,,,,,,,,,,,,,,,,,,,,
1325,"001002-00-1073,10008,001,1)",C03,C18,C04,,,,,,,,,,,,,,,,,,,,,,
1326,"001002-00-1075,10020,001,1)",C03,C20,C08,,,,,,,,,,,,,,,,,,,,,,
1327,"001002-00-1078,10009,001,1)",C18,C10,,,,,,,,,,,,,,,,,,,,,,,
1328,"001002-00-1080,10010,001,1)",C03,C10,,,,,,,,,,,,,,,,,,,,,,,
1329,"001002-00-1083,10007,001,1)",C02,C10,C19,C17,C05,C03,C04,,,,,,,,,,,,,,,,,,
1330,"001002-00-1085,10021,001,1)",C03,C11,C02,C10,C17,C04,,,,,,,,,,,,,,,,,,,
1331,"001002-00-1087,10011,001,1)",C05,C21,C03,C10,C23,C22,,,,,,,,,,,,,,,,,,,
1332,"001002-00-1088,10014,001,1)",C03,C01,C05,C21,,,,,,,,,,,,,,,,,,,,,
1333,"001002-00-1090,10000,001,1)",C16,C08,C21,C01,C20,,,,,,,,,,,,,,,,,,,,
1334,"001002-00-1093,10012,001,1)",C17,C05,C18,C02,C08,C21,C10,C16,C23,,,,,,,,,,,,,,,,
1335,"001002-00-1094,10016,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
1336,"001002-00-1096,10017,001,1)",C03,C18,,,,,,,,,,,,,,,,,,,,,,,
1337,"001002-00-1097,10013,001,1)",C10,C16,C02,C18,C03,C05,C23,C09,C12,C01,C04,C21,C19,C17,C20,C08,,,,,,,,,
1338,"001002-00-1099,10001,001,1)",C02,C09,C19,C10,C18,,,,,,,,,,,,,,,,,,,,
1339,"001002-00-1101,10018,001,1)",C05,C21,C23,C16,C02,C03,C17,,,,,,,,,,,,,,,,,,
1340,"001002-00-1103,10019,001,1)",C03,C16,C10,C18,C08,,,,,,,,,,,,,,,,,,,,
1341,"001002-00-1106,10003,001,1)",C19,C21,C03,C23,C02,,,,,,,,,,,,,,,,,,,,
1342,"001002-00-1108,10004,001,1)",C10,,,,,,,,,,,,,,,,,,,,,,,,
1343,"001002-00-1110,10020,001,1)",C02,C05,C21,C23,C08,C17,C20,,,,,,,,,,,,,,,,,,
1344,"001002-00-1112,10021,001,1)",C23,C20,C03,C04,C17,C18,C05,,,,,,,,,,,,,,,,,,
1345,"001002-00-1113,10022,001,1)",C17,C04,C18,C23,C08,C19,C21,C03,C10,C01,,,,,,,,,,,,,,,
1346,"001002-00-1115,10002,001,1)",C10,,,,,,,,,,,,,,,,,,,,,,,,
1347,"001002-00-1116,10023,001,1)",C05,C23,C21,C03,C07,C10,,,,,,,,,,,,,,,,,,,
1348,"001002-00-1118,10006,001,1)",C03,C05,C01,,,,,,,,,,,,,,,,,,,,,,
1349,"001002-00-1120,10007,001,1)",C03,C17,C05,C23,C10,C01,C18,,,,,,,,,,,,,,,,,,
1350,"001002-00-1123,10004,001,1)",C02,,,,,,,,,,,,,,,,,,,,,,,,
1351,"001002-00-1125,10001,001,1)",C02,C04,C09,C11,C03,,,,,,,,,,,,,,,,,,,,
1352,"001002-00-1127,10023,001,1)",C05,C02,C10,C04,C21,C01,,,,,,,,,,,,,,,,,,,
1353,"001002-00-1128,10002,001,1)",C04,C21,C16,C12,,,,,,,,,,,,,,,,,,,,,
1354,"001002-00-1130,10003,001,1)",C02,C06,,,,,,,,,,,,,,,,,,,,,,,
1355,"001002-00-1133,10000,001,1)",C10,C01,C17,C03,C08,,,,,,,,,,,,,,,,,,,,
1356,"001002-00-1136,10006,001,1)",C08,C20,C03,C17,,,,,,,,,,,,,,,,,,,,,
1357,"001002-00-1138,10007,001,1)",C02,C17,C18,C01,C03,C05,C10,C19,,,,,,,,,,,,,,,,,
1358,"001002-00-1139,10009,001,1)",C10,C18,C03,,,,,,,,,,,,,,,,,,,,,,
1359,"001002-00-1140,10008,001,1)",C10,C17,C23,C18,,,,,,,,,,,,,,,,,,,,,
1360,"001002-00-1142,10005,001,1)",C01,C04,C10,C19,C03,C05,,,,,,,,,,,,,,,,,,,
1361,"001002-00-1145,10009,001,1)",C01,C08,,,,,,,,,,,,,,,,,,,,,,,
1362,"001002-00-1146,10013,001,1)",C21,C03,C23,C05,C16,,,,,,,,,,,,,,,,,,,,
1363,"001002-00-1149,10011,001,1)",C01,C03,C05,C17,C23,C04,C21,,,,,,,,,,,,,,,,,,
1364,"001002-00-1152,10015,001,1)",C03,C05,,,,,,,,,,,,,,,,,,,,,,,
1365,"001002-00-1153,10001,001,1)",C03,C05,C23,,,,,,,,,,,,,,,,,,,,,,
1366,"001002-00-1155,10014,001,1)",C10,C18,C03,C17,C23,C15,C09,,,,,,,,,,,,,,,,,,
1367,"001002-00-1156,10004,001,1)",C16,C01,C22,C03,C18,C04,C19,C23,,,,,,,,,,,,,,,,,
1368,"001002-00-1157,10002,001,1)",C08,C23,C20,C19,C10,,,,,,,,,,,,,,,,,,,,
1369,"001002-00-1159,10003,001,1)",C03,C20,C18,C16,C08,C05,C04,C06,C07,C09,C10,C11,C12,C13,C14,C15,C17,C19,C21,C22,C23,C24,C25,C01,C02
1370,"001002-00-1162,10005,001,1)",C06,C08,C17,C19,C03,,,,,,,,,,,,,,,,,,,,
1371,"001002-00-1163,10012,001,1)",C08,C20,C10,C03,C11,,,,,,,,,,,,,,,,,,,,
1372,"001002-00-1165,10007,001,1)",C10,C17,C05,C19,C01,,,,,,,,,,,,,,,,,,,,
1373,"001002-00-1168,10006,001,1)",C17,C19,C16,C03,C21,C23,,,,,,,,,,,,,,,,,,,
1374,"001002-00-1170,10011,001,1)",C10,C02,C03,C01,C21,,,,,,,,,,,,,,,,,,,,
1375,"001002-00-1171,10008,001,1)",C23,C17,C05,C19,,,,,,,,,,,,,,,,,,,,,
1376,"001002-00-1173,10008,001,1)",C19,C21,,,,,,,,,,,,,,,,,,,,,,,
1377,"001002-00-1174,10009,001,1)",C10,C04,C09,C02,C03,,,,,,,,,,,,,,,,,,,,
1378,"001002-00-1176,10014,001,1)",C20,C08,C03,C10,C23,,,,,,,,,,,,,,,,,,,,
1379,"001002-00-1178,10013,001,1)",C20,C03,C10,C23,C18,C15,,,,,,,,,,,,,,,,,,,
1380,"001002-00-1182,10010,001,1)",C02,C04,C05,C21,C09,C03,C17,C06,,,,,,,,,,,,,,,,,
1381,"001002-00-1183,10015,001,1)",C03,C17,C18,C16,C21,,,,,,,,,,,,,,,,,,,,
1382,"001002-00-1186,10011,001,1)",C17,C08,C03,C21,C02,,,,,,,,,,,,,,,,,,,,
1383,"001002-00-1187,10012,001,1)",C07,C13,C21,,,,,,,,,,,,,,,,,,,,,,
1384,"001002-00-1189,10013,001,1)",C17,C01,C10,C03,,,,,,,,,,,,,,,,,,,,,
1385,"001002-00-1191,10014,001,1)",C17,C03,C01,C02,C05,C07,C09,C11,C22,C19,C18,,,,,,,,,,,,,,
1386,"001002-00-1193,10015,001,1)",C03,C01,C20,C05,,,,,,,,,,,,,,,,,,,,,
1387,"001002-00-1194,10016,001,1)",C10,C17,C02,C23,,,,,,,,,,,,,,,,,,,,,
1388,"001002-00-1197,10017,001,1)",C21,C20,C08,C11,,,,,,,,,,,,,,,,,,,,,
1389,"001002-00-1198,10016,001,1)",C02,C04,C09,C17,C05,C23,,,,,,,,,,,,,,,,,,,
1390,"001002-00-1201,10019,001,1)",C20,C08,C18,C01,C02,C10,C16,C17,C05,,,,,,,,,,,,,,,,
1391,"001002-00-1203,10020,001,1)",C20,C08,C18,C16,C02,C01,C10,C03,C17,C19,C05,C04,,,,,,,,,,,,,
1392,"001002-00-1204,10022,001,1)",C07,C09,C18,C08,,,,,,,,,,,,,,,,,,,,,
1393,"001002-00-1205,10017,001,1)",C09,C04,C10,C05,C16,C21,C01,C03,,,,,,,,,,,,,,,,,
1394,"001002-00-1207,10018,001,1)",C18,C17,C16,C08,C03,,,,,,,,,,,,,,,,,,,,
1395,"001002-00-1209,10020,001,1)",C21,C04,C05,C02,C23,,,,,,,,,,,,,,,,,,,,
1396,"001002-00-1211,10021,001,1)",C01,C16,C03,,,,,,,,,,,,,,,,,,,,,,
1397,"001002-00-1214,10023,001,1)",C01,C03,C16,C04,C05,C08,C18,C20,C21,C23,,,,,,,,,,,,,,,
1398,"001002-00-1216,10019,001,1)",C03,C10,C23,C01,,,,,,,,,,,,,,,,,,,,,
1399,"001002-00-1217,10024,001,1)",C17,C03,C21,C01,,,,,,,,,,,,,,,,,,,,,
1400,"001002-00-1219,10000,001,1)",C03,,,,,,,,,,,,,,,,,,,,,,,,
1401,"001002-00-1222,10018,001,1)",C06,C03,C18,C17,C10,C12,C22,C21,C20,C19,C07,C09,C15,C16,C04,C05,C02,C01,C25,C24,C14,C13,C23,C08,C11
1402,"001002-00-1223,10021,001,1)",C19,C03,,,,,,,,,,,,,,,,,,,,,,,
1403,"001002-00-1225,10023,001,1)",C02,C03,C04,C23,C05,C09,C17,,,,,,,,,,,,,,,,,,
1404,"001002-00-1227,10024,001,1)",C03,C16,C18,C21,C02,C01,C23,,,,,,,,,,,,,,,,,,
1405,"001002-00-1229,10001,001,1)",C02,C03,C05,C08,C17,C21,C23,,,,,,,,,,,,,,,,,,
1406,"001002-00-1230,10013,001,1)",C23,C19,,,,,,,,,,,,,,,,,,,,,,,
1407,"001002-00-1232,10002,001,1)",C10,C08,C02,C04,C23,,,,,,,,,,,,,,,,,,,,
1408,"001002-00-1234,10003,001,1)",C17,C05,C21,,,,,,,,,,,,,,,,,,,,,,
1409,"001002-00-1237,10012,001,1)",C21,C18,C05,C16,,,,,,,,,,,,,,,,,,,,,
1410,"001002-00-1238,10006,001,1)",C05,C03,C18,C08,C16,,,,,,,,,,,,,,,,,,,,
1411,"001002-00-1240,10005,001,1)",C08,C16,C18,C20,C03,C05,C10,C01,C02,,,,,,,,,,,,,,,,
1412,"001002-00-1241,10009,001,1)",C10,C21,C03,C05,C16,C17,C18,C23,C08,,,,,,,,,,,,,,,,
1413,"001002-00-1244,10015,001,1)",C05,C02,,,,,,,,,,,,,,,,,,,,,,,
1414,"001002-00-1246,10008,001,1)",C05,C03,C17,C18,C02,,,,,,,,,,,,,,,,,,,,
1415,"001002-00-1247,10014,001,1)",C25,C21,C09,C03,C04,,,,,,,,,,,,,,,,,,,,
1416,"001002-00-1250,10010,001,1)",C02,C04,,,,,,,,,,,,,,,,,,,,,,,
1417,"001002-00-1252,10012,001,1)",C17,C03,C18,,,,,,,,,,,,,,,,,,,,,,
1418,"001002-00-1255,10011,001,1)",C02,C04,,,,,,,,,,,,,,,,,,,,,,,
1419,"001002-00-1256,10007,001,1)",C23,C10,C09,C03,C19,C08,C18,C16,C21,,,,,,,,,,,,,,,,
1420,"001002-00-1259,10011,001,1)",C03,C01,C05,C10,,,,,,,,,,,,,,,,,,,,,
1421,"001002-00-1260,10018,001,1)",C10,C08,C17,,,,,,,,,,,,,,,,,,,,,,
1422,"001002-00-1261,10015,001,1)",C18,C01,,,,,,,,,,,,,,,,,,,,,,,
1423,"001002-00-1262,10016,001,1)",C01,C10,C05,C04,C03,C09,C08,C21,,,,,,,,,,,,,,,,,
1424,"001002-00-1265,10017,001,1)",C09,C05,C01,,,,,,,,,,,,,,,,,,,,,,
1425,"001002-00-1267,10019,001,1)",C08,C17,C18,C16,C10,C05,C01,C22,C19,,,,,,,,,,,,,,,,
1426,"001002-00-1270,10020,001,1)",C05,C21,C17,C10,C03,,,,,,,,,,,,,,,,,,,,
1427,"001002-00-1271,10022,001,1)",C18,C05,C21,,,,,,,,,,,,,,,,,,,,,,
1428,"001002-00-1273,10018,001,1)",C18,C04,C05,C01,C10,C09,,,,,,,,,,,,,,,,,,,
1429,"001002-00-1275,10020,001,1)",C04,C03,C25,C22,C23,C08,C09,C20,C19,C18,C17,C16,C15,C21,C24,C01,C02,C05,C14,C13,C12,C11,C10,C07,C06
1430,"001002-00-1277,10019,001,1)",C19,C03,C20,C16,C18,C21,C17,C04,C12,C07,C08,C06,C05,,,,,,,,,,,,
1431,"001002-00-1279,10021,001,1)",C10,C08,C16,C18,,,,,,,,,,,,,,,,,,,,,
1432,"001002-00-1280,10000,001,1)",C08,C20,C23,C03,C02,C09,C10,,,,,,,,,,,,,,,,,,
1433,"001002-00-1282,10023,001,1)",C17,C10,C21,C03,C19,C02,C18,C04,C07,,,,,,,,,,,,,,,,
1434,"001002-00-1284,10024,001,1)",C05,C02,C04,C09,C21,C11,C10,C08,C01,C03,C18,C06,,,,,,,,,,,,,
